Sample_name	Dataset	Complete	Single	Duplicated	Fragmented	Missing	n_markers	Scores_bacteria_odb10	Scores_archaea_odb10	Scores_eukaryota_odb10
/home/users/s/saini7/scratch/MS2/chemocline_bins/busco_out_09_07_2022/15mw_Bin_45-contigs	bacteria_odb10	90.3	35.5	54.8	5.6	4.1	124	C:90.3%[S:35.5%,D:54.8%],F:5.6%,M:4.1%,n:124	C:21.1%[S:12.9%,D:8.2%],F:6.7%,M:72.2%,n:194	C:6.3%[S:4.7%,D:1.6%],F:3.9%,M:89.8%,n:255
/home/users/s/saini7/scratch/MS2/chemocline_bins/busco_out_09_07_2022/15_5m_Bin_96-contigs	bacteria_odb10	4.8	4.8	0.0	3.2	92.0	124	C:4.8%[S:4.8%,D:0.0%],F:3.2%,M:92.0%,n:124	C:0.5%[S:0.5%,D:0.0%],F:0.0%,M:99.5%,n:194	C:1.2%[S:1.2%,D:0.0%],F:1.2%,M:97.6%,n:255
/home/users/s/saini7/scratch/MS2/chemocline_bins/busco_out_09_07_2022/15_5m_Bin_64-contigs	bacteria_odb10	100.0	4.8	95.2	0.0	0.0	124	C:100.0%[S:4.8%,D:95.2%],F:0.0%,M:0.0%,n:124	C:27.8%[S:8.2%,D:19.6%],F:4.1%,M:68.1%,n:194	C:7.8%[S:3.5%,D:4.3%],F:2.7%,M:89.5%,n:255
/home/users/s/saini7/scratch/MS2/chemocline_bins/busco_out_09_07_2022/15_5m_Bin_190-contigs	iridoviridae_odb10	10.0	10.0	0.0	10.0	80.0	10	C:0.8%[S:0.8%,D:0.0%],F:0.0%,M:99.2%,n:124	C:0.0%[S:0.0%,D:0.0%],F:0.0%,M:100.0%,n:194	C:0.0%[S:0.0%,D:0.0%],F:0.0%,M:100.0%,n:255
/home/users/s/saini7/scratch/MS2/chemocline_bins/busco_out_09_07_2022/15_5m_Bin_135-contigs	Check_logs	-	-	-	-	-	-	-	-	-
/home/users/s/saini7/scratch/MS2/chemocline_bins/busco_out_09_07_2022/15mm_Bin_169-contigs	bacteria_odb10	7.3	7.3	0.0	12.9	79.8	124	C:7.3%[S:7.3%,D:0.0%],F:12.9%,M:79.8%,n:124	C:2.1%[S:2.1%,D:0.0%],F:3.1%,M:94.8%,n:194	C:0.4%[S:0.4%,D:0.0%],F:1.6%,M:98.0%,n:255
/home/users/s/saini7/scratch/MS2/chemocline_bins/busco_out_09_07_2022/15mm_Bin_183-contigs	Check_logs	-	-	-	-	-	-	-	-	-
/home/users/s/saini7/scratch/MS2/chemocline_bins/busco_out_09_07_2022/15mm_Bin_126-contigs	tequatrovirus_odb10	4.2	4.2	0.0	4.2	91.6	24	C:0.0%[S:0.0%,D:0.0%],F:0.8%,M:99.2%,n:124	C:0.5%[S:0.5%,D:0.0%],F:0.0%,M:99.5%,n:194	C:0.0%[S:0.0%,D:0.0%],F:0.4%,M:99.6%,n:255
/home/users/s/saini7/scratch/MS2/chemocline_bins/busco_out_09_07_2022/15_5m_Bin_36-contigs	bacteria_odb10	2.4	1.6	0.8	1.6	96.0	124	C:2.4%[S:1.6%,D:0.8%],F:1.6%,M:96.0%,n:124	C:0.5%[S:0.5%,D:0.0%],F:1.0%,M:98.5%,n:194	C:0.0%[S:0.0%,D:0.0%],F:0.0%,M:100.0%,n:255
/home/users/s/saini7/scratch/MS2/chemocline_bins/busco_out_09_07_2022/15mm_Bin_113-contigs	burkholderiales_odb10	73.7	70.5	3.2	6.5	19.8	688	C:79.0%[S:79.0%,D:0.0%],F:8.9%,M:12.1%,n:124	C:13.9%[S:13.9%,D:0.0%],F:3.1%,M:83.0%,n:194	C:4.3%[S:3.5%,D:0.8%],F:1.6%,M:94.1%,n:255
/home/users/s/saini7/scratch/MS2/chemocline_bins/busco_out_09_07_2022/13m_Bin_61-contigs	Check_logs	-	-	-	-	-	-	-	-	-
/home/users/s/saini7/scratch/MS2/chemocline_bins/busco_out_09_07_2022/13m_Bin_104-contigs	archaea_odb10	0.5	0.5	0.0	0.0	99.5	194	C:0.0%[S:0.0%,D:0.0%],F:0.8%,M:99.2%,n:124	C:0.5%[S:0.5%,D:0.0%],F:0.0%,M:99.5%,n:194	C:0.0%[S:0.0%,D:0.0%],F:0.0%,M:100.0%,n:255
/home/users/s/saini7/scratch/MS2/chemocline_bins/busco_out_09_07_2022/13m_Bin_192-contigs	chromatiales_odb10	88.0	42.3	45.7	4.9	7.1	652	C:86.3%[S:46.0%,D:40.3%],F:9.7%,M:4.0%,n:124	C:18.1%[S:9.3%,D:8.8%],F:5.2%,M:76.7%,n:194	C:5.5%[S:3.9%,D:1.6%],F:3.1%,M:91.4%,n:255
/home/users/s/saini7/scratch/MS2/chemocline_bins/busco_out_09_07_2022/13m_Bin_26-contigs	mycoplasmatales_odb10	2.3	2.3	0.0	0.0	97.7	174	C:0.8%[S:0.8%,D:0.0%],F:0.8%,M:98.4%,n:124	C:0.0%[S:0.0%,D:0.0%],F:0.0%,M:100.0%,n:194	C:0.0%[S:0.0%,D:0.0%],F:0.0%,M:100.0%,n:255
/home/users/s/saini7/scratch/MS2/chemocline_bins/busco_out_09_07_2022/15mm_Bin_168-contigs	Check_logs	-	-	-	-	-	-	-	-	-
/home/users/s/saini7/scratch/MS2/chemocline_bins/busco_out_09_07_2022/15_5m_Bin_128-contigs	bacteria_odb10	87.9	15.3	72.6	5.6	6.5	124	C:87.9%[S:15.3%,D:72.6%],F:5.6%,M:6.5%,n:124	C:17.1%[S:5.2%,D:11.9%],F:5.2%,M:77.7%,n:194	C:4.3%[S:1.6%,D:2.7%],F:2.4%,M:93.3%,n:255
/home/users/s/saini7/scratch/MS2/chemocline_bins/busco_out_09_07_2022/15mw_Bin_183-contigs	bacteria_odb10	6.4	5.6	0.8	10.5	83.1	124	C:6.4%[S:5.6%,D:0.8%],F:10.5%,M:83.1%,n:124	C:1.0%[S:1.0%,D:0.0%],F:1.0%,M:98.0%,n:194	C:0.0%[S:0.0%,D:0.0%],F:0.8%,M:99.2%,n:255
/home/users/s/saini7/scratch/MS2/chemocline_bins/busco_out_09_07_2022/15mw_Bin_162-contigs	bacteria_odb10	5.6	4.0	1.6	8.1	86.3	124	C:5.6%[S:4.0%,D:1.6%],F:8.1%,M:86.3%,n:124	C:0.5%[S:0.5%,D:0.0%],F:1.0%,M:98.5%,n:194	C:0.0%[S:0.0%,D:0.0%],F:0.4%,M:99.6%,n:255
/home/users/s/saini7/scratch/MS2/chemocline_bins/busco_out_09_07_2022/15mm_Bin_6-contigs	bacteria_odb10	22.6	19.4	3.2	29.0	48.4	124	C:22.6%[S:19.4%,D:3.2%],F:29.0%,M:48.4%,n:124	C:4.1%[S:3.1%,D:1.0%],F:7.2%,M:88.7%,n:194	C:2.8%[S:2.4%,D:0.4%],F:2.4%,M:94.8%,n:255
/home/users/s/saini7/scratch/MS2/chemocline_bins/busco_out_09_07_2022/13m_Bin_14-contigs	bacteria_odb10	99.2	8.1	91.1	0.0	0.8	124	C:99.2%[S:8.1%,D:91.1%],F:0.0%,M:0.8%,n:124	C:19.0%[S:4.1%,D:14.9%],F:6.2%,M:74.8%,n:194	C:5.5%[S:2.0%,D:3.5%],F:1.6%,M:92.9%,n:255
/home/users/s/saini7/scratch/MS2/chemocline_bins/busco_out_09_07_2022/15mw_Bin_53-contigs	actinobacteria_class_odb10	72.2	71.6	0.6	7.0	20.8	356	C:71.8%[S:71.8%,D:0.0%],F:4.0%,M:24.2%,n:124	C:12.9%[S:12.9%,D:0.0%],F:3.1%,M:84.0%,n:194	C:2.4%[S:2.4%,D:0.0%],F:2.4%,M:95.2%,n:255
/home/users/s/saini7/scratch/MS2/chemocline_bins/busco_out_09_07_2022/15_5m_Bin_199-contigs	bacteria_odb10	0.8	0.8	0.0	0.8	98.4	124	C:0.8%[S:0.8%,D:0.0%],F:0.8%,M:98.4%,n:124	C:0.0%[S:0.0%,D:0.0%],F:0.0%,M:100.0%,n:194	C:0.0%[S:0.0%,D:0.0%],F:0.0%,M:100.0%,n:255
/home/users/s/saini7/scratch/MS2/chemocline_bins/busco_out_09_07_2022/15_5m_Bin_82-contigs	bacteria_odb10	29.0	28.2	0.8	13.7	57.3	124	C:29.0%[S:28.2%,D:0.8%],F:13.7%,M:57.3%,n:124	C:8.7%[S:8.2%,D:0.5%],F:2.6%,M:88.7%,n:194	C:3.1%[S:3.1%,D:0.0%],F:5.1%,M:91.8%,n:255
/home/users/s/saini7/scratch/MS2/chemocline_bins/busco_out_09_07_2022/15mw_Bin_72-contigs	bacteria_odb10	33.8	30.6	3.2	22.6	43.6	124	C:33.8%[S:30.6%,D:3.2%],F:22.6%,M:43.6%,n:124	C:6.7%[S:5.7%,D:1.0%],F:6.7%,M:86.6%,n:194	C:1.2%[S:0.8%,D:0.4%],F:3.1%,M:95.7%,n:255
/home/users/s/saini7/scratch/MS2/chemocline_bins/busco_out_09_07_2022/15mm_Bin_179-contigs	bacteria_odb10	54.8	43.5	11.3	21.0	24.2	124	C:54.8%[S:43.5%,D:11.3%],F:21.0%,M:24.2%,n:124	C:7.2%[S:6.2%,D:1.0%],F:3.6%,M:89.2%,n:194	C:2.7%[S:2.7%,D:0.0%],F:1.6%,M:95.7%,n:255
/home/users/s/saini7/scratch/MS2/chemocline_bins/busco_out_09_07_2022/15mw_Bin_10-contigs	bacteria_odb10	4.0	3.2	0.8	0.8	95.2	124	C:4.0%[S:3.2%,D:0.8%],F:0.8%,M:95.2%,n:124	C:2.0%[S:0.5%,D:1.5%],F:0.0%,M:98.0%,n:194	C:0.4%[S:0.0%,D:0.4%],F:0.4%,M:99.2%,n:255
/home/users/s/saini7/scratch/MS2/chemocline_bins/busco_out_09_07_2022/15mw_Bin_46-contigs	mollicutes_odb10	23.8	23.8	0.0	0.7	75.5	151	C:33.9%[S:33.9%,D:0.0%],F:2.4%,M:63.7%,n:124	C:1.0%[S:1.0%,D:0.0%],F:1.5%,M:97.5%,n:194	C:0.0%[S:0.0%,D:0.0%],F:0.0%,M:100.0%,n:255
/home/users/s/saini7/scratch/MS2/chemocline_bins/busco_out_09_07_2022/15mw_Bin_5-contigs	bacteria_odb10	0.8	0.8	0.0	2.4	96.8	124	C:0.8%[S:0.8%,D:0.0%],F:2.4%,M:96.8%,n:124	C:0.0%[S:0.0%,D:0.0%],F:0.5%,M:99.5%,n:194	C:0.0%[S:0.0%,D:0.0%],F:0.0%,M:100.0%,n:255
/home/users/s/saini7/scratch/MS2/chemocline_bins/busco_out_09_07_2022/13m_Bin_24-contigs	bacteria_odb10	58.1	58.1	0.0	15.3	26.6	124	C:58.1%[S:58.1%,D:0.0%],F:15.3%,M:26.6%,n:124	C:7.2%[S:7.2%,D:0.0%],F:4.6%,M:88.2%,n:194	C:2.0%[S:2.0%,D:0.0%],F:1.6%,M:96.4%,n:255
/home/users/s/saini7/scratch/MS2/chemocline_bins/busco_out_09_07_2022/13m_Bin_167-contigs	bacteria_odb10	0.8	0.8	0.0	0.8	98.4	124	C:0.8%[S:0.8%,D:0.0%],F:0.8%,M:98.4%,n:124	C:0.0%[S:0.0%,D:0.0%],F:0.5%,M:99.5%,n:194	C:0.0%[S:0.0%,D:0.0%],F:0.0%,M:100.0%,n:255
/home/users/s/saini7/scratch/MS2/chemocline_bins/busco_out_09_07_2022/15_5m_Bin_32-contigs	bacteria_odb10	1.6	1.6	0.0	4.8	93.6	124	C:1.6%[S:1.6%,D:0.0%],F:4.8%,M:93.6%,n:124	C:1.0%[S:1.0%,D:0.0%],F:2.1%,M:96.9%,n:194	C:0.4%[S:0.4%,D:0.0%],F:0.4%,M:99.2%,n:255
/home/users/s/saini7/scratch/MS2/chemocline_bins/busco_out_09_07_2022/15mm_Bin_27-contigs	Check_logs	-	-	-	-	-	-	-	-	-
/home/users/s/saini7/scratch/MS2/chemocline_bins/busco_out_09_07_2022/15mw_Bin_121-contigs	bacteria_odb10	88.7	40.3	48.4	4.0	7.3	124	C:88.7%[S:40.3%,D:48.4%],F:4.0%,M:7.3%,n:124	C:19.1%[S:10.3%,D:8.8%],F:4.1%,M:76.8%,n:194	C:4.7%[S:2.0%,D:2.7%],F:1.6%,M:93.7%,n:255
/home/users/s/saini7/scratch/MS2/chemocline_bins/busco_out_09_07_2022/13m_Bin_62-contigs	bacteria_odb10	13.7	13.7	0.0	11.3	75.0	124	C:13.7%[S:13.7%,D:0.0%],F:11.3%,M:75.0%,n:124	C:1.0%[S:1.0%,D:0.0%],F:2.1%,M:96.9%,n:194	C:0.8%[S:0.8%,D:0.0%],F:1.2%,M:98.0%,n:255
/home/users/s/saini7/scratch/MS2/chemocline_bins/busco_out_09_07_2022/15mw_Bin_156-contigs	gammaproteobacteria_odb10	96.2	94.8	1.4	1.1	2.7	366	C:95.1%[S:92.7%,D:2.4%],F:1.6%,M:3.3%,n:124	C:17.5%[S:17.0%,D:0.5%],F:7.2%,M:75.3%,n:194	C:2.8%[S:2.0%,D:0.8%],F:2.4%,M:94.8%,n:255
/home/users/s/saini7/scratch/MS2/chemocline_bins/busco_out_09_07_2022/13m_Bin_161-contigs	Check_logs	-	-	-	-	-	-	-	-	-
/home/users/s/saini7/scratch/MS2/chemocline_bins/busco_out_09_07_2022/15mm_Bin_101-contigs	archaea_odb10	1.0	1.0	0.0	0.0	99.0	194	C:0.8%[S:0.8%,D:0.0%],F:1.6%,M:97.6%,n:124	C:1.0%[S:1.0%,D:0.0%],F:0.0%,M:99.0%,n:194	C:0.0%[S:0.0%,D:0.0%],F:0.4%,M:99.6%,n:255
/home/users/s/saini7/scratch/MS2/chemocline_bins/busco_out_09_07_2022/15_5m_Bin_212-contigs	archaea_odb10	2.6	2.1	0.5	0.0	97.4	194	C:1.6%[S:0.8%,D:0.8%],F:0.8%,M:97.6%,n:124	C:2.6%[S:2.1%,D:0.5%],F:0.0%,M:97.4%,n:194	C:0.4%[S:0.4%,D:0.0%],F:0.4%,M:99.2%,n:255
/home/users/s/saini7/scratch/MS2/chemocline_bins/busco_out_09_07_2022/15mw_Bin_186-contigs	bacteria_odb10	35.5	35.5	0.0	14.5	50.0	124	C:35.5%[S:35.5%,D:0.0%],F:14.5%,M:50.0%,n:124	C:5.7%[S:5.7%,D:0.0%],F:3.1%,M:91.2%,n:194	C:2.4%[S:2.0%,D:0.4%],F:0.8%,M:96.8%,n:255
/home/users/s/saini7/scratch/MS2/chemocline_bins/busco_out_09_07_2022/13m_Bin_0-contigs	bacteria_odb10	85.5	39.5	46.0	4.8	9.7	124	C:85.5%[S:39.5%,D:46.0%],F:4.8%,M:9.7%,n:124	C:18.0%[S:7.2%,D:10.8%],F:4.1%,M:77.9%,n:194	C:2.4%[S:1.2%,D:1.2%],F:2.0%,M:95.6%,n:255
/home/users/s/saini7/scratch/MS2/chemocline_bins/busco_out_09_07_2022/15mm_Bin_124-contigs	betaproteobacteria_odb10	87.9	85.6	2.3	6.5	5.6	569	C:91.1%[S:87.1%,D:4.0%],F:5.6%,M:3.3%,n:124	C:16.5%[S:16.0%,D:0.5%],F:4.6%,M:78.9%,n:194	C:4.3%[S:4.3%,D:0.0%],F:0.8%,M:94.9%,n:255
/home/users/s/saini7/scratch/MS2/chemocline_bins/busco_out_09_07_2022/15mm_Bin_61-contigs	bacteria_odb10	53.2	39.5	13.7	15.3	31.5	124	C:53.2%[S:39.5%,D:13.7%],F:15.3%,M:31.5%,n:124	C:8.8%[S:5.7%,D:3.1%],F:6.2%,M:85.0%,n:194	C:2.4%[S:2.4%,D:0.0%],F:2.0%,M:95.6%,n:255
/home/users/s/saini7/scratch/MS2/chemocline_bins/busco_out_09_07_2022/15_5m_Bin_155-contigs	Check_logs	-	-	-	-	-	-	-	-	-
/home/users/s/saini7/scratch/MS2/chemocline_bins/busco_out_09_07_2022/15mw_Bin_125-contigs	chromatiales_odb10	65.9	46.9	19.0	11.7	22.4	652	C:69.4%[S:50.0%,D:19.4%],F:17.7%,M:12.9%,n:124	C:13.9%[S:10.8%,D:3.1%],F:5.2%,M:80.9%,n:194	C:1.2%[S:0.4%,D:0.8%],F:1.6%,M:97.2%,n:255
/home/users/s/saini7/scratch/MS2/chemocline_bins/busco_out_09_07_2022/15_5m_Bin_150-contigs	burkholderiales_odb10	20.4	17.3	3.1	9.2	70.4	688	C:26.6%[S:25.0%,D:1.6%],F:19.4%,M:54.0%,n:124	C:4.1%[S:4.1%,D:0.0%],F:3.6%,M:92.3%,n:194	C:1.2%[S:0.8%,D:0.4%],F:0.8%,M:98.0%,n:255
/home/users/s/saini7/scratch/MS2/chemocline_bins/busco_out_09_07_2022/15mw_Bin_81-contigs	bacteria_odb10	83.1	83.1	0.0	10.5	6.4	124	C:83.1%[S:83.1%,D:0.0%],F:10.5%,M:6.4%,n:124	C:13.9%[S:13.9%,D:0.0%],F:5.2%,M:80.9%,n:194	C:3.5%[S:3.5%,D:0.0%],F:3.1%,M:93.4%,n:255
/home/users/s/saini7/scratch/MS2/chemocline_bins/busco_out_09_07_2022/15mm_Bin_173-contigs	bacteria_odb10	69.3	28.2	41.1	3.2	27.5	124	C:69.3%[S:28.2%,D:41.1%],F:3.2%,M:27.5%,n:124	C:16.4%[S:8.2%,D:8.2%],F:3.1%,M:80.5%,n:194	C:3.2%[S:2.0%,D:1.2%],F:2.7%,M:94.1%,n:255
/home/users/s/saini7/scratch/MS2/chemocline_bins/busco_out_09_07_2022/15mm_Bin_62-contigs	bacteria_odb10	1.6	1.6	0.0	0.0	98.4	124	C:1.6%[S:1.6%,D:0.0%],F:0.0%,M:98.4%,n:124	C:0.0%[S:0.0%,D:0.0%],F:0.0%,M:100.0%,n:194	C:0.0%[S:0.0%,D:0.0%],F:0.0%,M:100.0%,n:255
/home/users/s/saini7/scratch/MS2/chemocline_bins/busco_out_09_07_2022/15_5m_Bin_159-contigs	bacteria_odb10	70.2	69.4	0.8	10.5	19.3	124	C:70.2%[S:69.4%,D:0.8%],F:10.5%,M:19.3%,n:124	C:11.3%[S:11.3%,D:0.0%],F:6.7%,M:82.0%,n:194	C:3.1%[S:3.1%,D:0.0%],F:1.6%,M:95.3%,n:255
/home/users/s/saini7/scratch/MS2/chemocline_bins/busco_out_09_07_2022/15mm_Bin_91-contigs	bacteria_odb10	84.7	51.6	33.1	10.5	4.8	124	C:84.7%[S:51.6%,D:33.1%],F:10.5%,M:4.8%,n:124	C:16.5%[S:10.3%,D:6.2%],F:5.7%,M:77.8%,n:194	C:4.7%[S:3.9%,D:0.8%],F:2.4%,M:92.9%,n:255
/home/users/s/saini7/scratch/MS2/chemocline_bins/busco_out_09_07_2022/15_5m_Bin_115-contigs	chromatiales_odb10	98.3	98.0	0.3	0.3	1.4	652	C:100.0%[S:99.2%,D:0.8%],F:0.0%,M:0.0%,n:124	C:21.1%[S:21.1%,D:0.0%],F:4.6%,M:74.3%,n:194	C:4.3%[S:3.1%,D:1.2%],F:1.6%,M:94.1%,n:255
/home/users/s/saini7/scratch/MS2/chemocline_bins/busco_out_09_07_2022/15_5m_Bin_197-contigs	bacteria_odb10	78.3	32.3	46.0	8.9	12.8	124	C:78.3%[S:32.3%,D:46.0%],F:8.9%,M:12.8%,n:124	C:20.1%[S:9.8%,D:10.3%],F:4.6%,M:75.3%,n:194	C:7.1%[S:5.1%,D:2.0%],F:3.5%,M:89.4%,n:255
/home/users/s/saini7/scratch/MS2/chemocline_bins/busco_out_09_07_2022/15_5m_Bin_138-contigs	burkholderiales_odb10	93.9	21.5	72.4	3.2	2.9	688	C:94.3%[S:29.0%,D:65.3%],F:4.0%,M:1.7%,n:124	C:16.5%[S:3.6%,D:12.9%],F:4.1%,M:79.4%,n:194	C:5.1%[S:2.4%,D:2.7%],F:2.7%,M:92.2%,n:255
/home/users/s/saini7/scratch/MS2/chemocline_bins/busco_out_09_07_2022/15_5m_Bin_188-contigs	bacteria_odb10	50.8	48.4	2.4	22.6	26.6	124	C:50.8%[S:48.4%,D:2.4%],F:22.6%,M:26.6%,n:124	C:9.8%[S:9.8%,D:0.0%],F:8.2%,M:82.0%,n:194	C:3.1%[S:3.1%,D:0.0%],F:1.2%,M:95.7%,n:255
/home/users/s/saini7/scratch/MS2/chemocline_bins/busco_out_09_07_2022/15_5m_Bin_177-contigs	tunavirinae_odb10	3.8	3.8	0.0	0.0	96.2	26	C:0.8%[S:0.8%,D:0.0%],F:0.0%,M:99.2%,n:124	C:0.0%[S:0.0%,D:0.0%],F:0.5%,M:99.5%,n:194	C:0.0%[S:0.0%,D:0.0%],F:0.0%,M:100.0%,n:255
/home/users/s/saini7/scratch/MS2/chemocline_bins/busco_out_09_07_2022/15_5m_Bin_11-contigs	burkholderiales_odb10	77.9	71.4	6.5	10.3	11.8	688	C:75.8%[S:67.7%,D:8.1%],F:17.7%,M:6.5%,n:124	C:15.4%[S:14.4%,D:1.0%],F:4.1%,M:80.5%,n:194	C:5.1%[S:4.7%,D:0.4%],F:2.7%,M:92.2%,n:255
/home/users/s/saini7/scratch/MS2/chemocline_bins/busco_out_09_07_2022/13m_Bin_79-contigs	bacteria_odb10	100.0	11.3	88.7	0.0	0.0	124	C:100.0%[S:11.3%,D:88.7%],F:0.0%,M:0.0%,n:124	C:26.2%[S:11.3%,D:14.9%],F:2.1%,M:71.7%,n:194	C:5.9%[S:2.0%,D:3.9%],F:3.1%,M:91.0%,n:255
/home/users/s/saini7/scratch/MS2/chemocline_bins/busco_out_09_07_2022/13m_Bin_174-contigs	bacteria_odb10	0.8	0.0	0.8	0.8	98.4	124	C:0.8%[S:0.0%,D:0.8%],F:0.8%,M:98.4%,n:124	C:0.0%[S:0.0%,D:0.0%],F:0.0%,M:100.0%,n:194	C:0.0%[S:0.0%,D:0.0%],F:0.0%,M:100.0%,n:255
/home/users/s/saini7/scratch/MS2/chemocline_bins/busco_out_09_07_2022/15_5m_Bin_91-contigs	archaea_odb10	3.6	2.1	1.5	1.0	95.4	194	C:4.0%[S:2.4%,D:1.6%],F:5.6%,M:90.4%,n:124	C:3.6%[S:2.1%,D:1.5%],F:1.0%,M:95.4%,n:194	C:0.4%[S:0.4%,D:0.0%],F:0.4%,M:99.2%,n:255
/home/users/s/saini7/scratch/MS2/chemocline_bins/busco_out_09_07_2022/15mm_Bin_147-contigs	mollicutes_odb10	42.4	41.7	0.7	2.6	55.0	151	C:50.0%[S:50.0%,D:0.0%],F:15.3%,M:34.7%,n:124	C:0.0%[S:0.0%,D:0.0%],F:0.0%,M:100.0%,n:194	C:0.0%[S:0.0%,D:0.0%],F:0.8%,M:99.2%,n:255
/home/users/s/saini7/scratch/MS2/chemocline_bins/busco_out_09_07_2022/15mw_Bin_69-contigs	Check_logs	-	-	-	-	-	-	-	-	-
/home/users/s/saini7/scratch/MS2/chemocline_bins/busco_out_09_07_2022/13m_Bin_183-contigs	bacteria_odb10	43.5	43.5	0.0	8.1	48.4	124	C:43.5%[S:43.5%,D:0.0%],F:8.1%,M:48.4%,n:124	C:9.3%[S:9.3%,D:0.0%],F:4.6%,M:86.1%,n:194	C:2.0%[S:2.0%,D:0.0%],F:2.0%,M:96.0%,n:255
/home/users/s/saini7/scratch/MS2/chemocline_bins/busco_out_09_07_2022/13m_Bin_191-contigs	Check_logs	-	-	-	-	-	-	-	-	-
/home/users/s/saini7/scratch/MS2/chemocline_bins/busco_out_09_07_2022/15_5m_Bin_164-contigs	Check_logs	-	-	-	-	-	-	-	-	-
/home/users/s/saini7/scratch/MS2/chemocline_bins/busco_out_09_07_2022/15_5m_Bin_209-contigs	bacteria_odb10	56.4	14.5	41.9	3.2	40.4	124	C:56.4%[S:14.5%,D:41.9%],F:3.2%,M:40.4%,n:124	C:16.0%[S:3.6%,D:12.4%],F:3.1%,M:80.9%,n:194	C:4.0%[S:2.0%,D:2.0%],F:1.6%,M:94.4%,n:255
/home/users/s/saini7/scratch/MS2/chemocline_bins/busco_out_09_07_2022/13m_Bin_127-contigs	Check_logs	-	-	-	-	-	-	-	-	-
/home/users/s/saini7/scratch/MS2/chemocline_bins/busco_out_09_07_2022/15_5m_Bin_43-contigs	bacteria_odb10	94.4	32.3	62.1	4.0	1.6	124	C:94.4%[S:32.3%,D:62.1%],F:4.0%,M:1.6%,n:124	C:20.1%[S:13.4%,D:6.7%],F:4.1%,M:75.8%,n:194	C:4.7%[S:3.9%,D:0.8%],F:2.0%,M:93.3%,n:255
/home/users/s/saini7/scratch/MS2/chemocline_bins/busco_out_09_07_2022/13m_Bin_133-contigs	bacteria_odb10	2.4	2.4	0.0	2.4	95.2	124	C:2.4%[S:2.4%,D:0.0%],F:2.4%,M:95.2%,n:124	C:0.5%[S:0.0%,D:0.5%],F:0.0%,M:99.5%,n:194	C:0.0%[S:0.0%,D:0.0%],F:0.0%,M:100.0%,n:255
/home/users/s/saini7/scratch/MS2/chemocline_bins/busco_out_09_07_2022/15mw_Bin_139-contigs	bacteria_odb10	0.8	0.8	0.0	1.6	97.6	124	C:0.8%[S:0.8%,D:0.0%],F:1.6%,M:97.6%,n:124	C:0.0%[S:0.0%,D:0.0%],F:0.5%,M:99.5%,n:194	C:0.0%[S:0.0%,D:0.0%],F:0.0%,M:100.0%,n:255
/home/users/s/saini7/scratch/MS2/chemocline_bins/busco_out_09_07_2022/15mw_Bin_154-contigs	bacteria_odb10	57.2	41.9	15.3	19.4	23.4	124	C:57.2%[S:41.9%,D:15.3%],F:19.4%,M:23.4%,n:124	C:10.3%[S:8.2%,D:2.1%],F:5.7%,M:84.0%,n:194	C:2.0%[S:1.6%,D:0.4%],F:2.7%,M:95.3%,n:255
/home/users/s/saini7/scratch/MS2/chemocline_bins/busco_out_09_07_2022/15mw_Bin_47-contigs	bacteria_odb10	8.9	8.9	0.0	16.1	75.0	124	C:8.9%[S:8.9%,D:0.0%],F:16.1%,M:75.0%,n:124	C:1.5%[S:1.5%,D:0.0%],F:2.6%,M:95.9%,n:194	C:1.6%[S:1.6%,D:0.0%],F:0.8%,M:97.6%,n:255
/home/users/s/saini7/scratch/MS2/chemocline_bins/busco_out_09_07_2022/15_5m_Bin_110-contigs	Check_logs	-	-	-	-	-	-	-	-	-
/home/users/s/saini7/scratch/MS2/chemocline_bins/busco_out_09_07_2022/15_5m_Bin_160-contigs	alphaproteobacteria_odb10	67.1	67.1	0.0	13.9	19.0	432	C:71.8%[S:71.8%,D:0.0%],F:17.7%,M:10.5%,n:124	C:9.8%[S:9.8%,D:0.0%],F:7.7%,M:82.5%,n:194	C:6.3%[S:6.3%,D:0.0%],F:2.4%,M:91.3%,n:255
/home/users/s/saini7/scratch/MS2/chemocline_bins/busco_out_09_07_2022/13m_Bin_53-contigs	bacteria_odb10	2.4	2.4	0.0	2.4	95.2	124	C:2.4%[S:2.4%,D:0.0%],F:2.4%,M:95.2%,n:124	C:0.0%[S:0.0%,D:0.0%],F:0.0%,M:100.0%,n:194	C:0.0%[S:0.0%,D:0.0%],F:0.0%,M:100.0%,n:255
/home/users/s/saini7/scratch/MS2/chemocline_bins/busco_out_09_07_2022/13m_Bin_252-contigs	betaproteobacteria_odb10	78.2	76.8	1.4	12.7	9.1	569	C:84.7%[S:62.1%,D:22.6%],F:8.1%,M:7.2%,n:124	C:15.0%[S:8.8%,D:6.2%],F:7.2%,M:77.8%,n:194	C:6.7%[S:5.9%,D:0.8%],F:1.2%,M:92.1%,n:255
/home/users/s/saini7/scratch/MS2/chemocline_bins/busco_out_09_07_2022/15mm_Bin_12-contigs	archaea_odb10	3.0	1.5	1.5	0.5	96.5	194	C:2.4%[S:0.8%,D:1.6%],F:0.8%,M:96.8%,n:124	C:3.0%[S:1.5%,D:1.5%],F:0.5%,M:96.5%,n:194	C:0.8%[S:0.8%,D:0.0%],F:0.4%,M:98.8%,n:255
/home/users/s/saini7/scratch/MS2/chemocline_bins/busco_out_09_07_2022/13m_Bin_212-contigs	Check_logs	-	-	-	-	-	-	-	-	-
