n_contigs	contig_bp	gap_pct	ctg_N50	ctg_L50	ctg_N90	ctg_L90	ctg_max	gc_avg	gc_std	filename
1	1177	0.000	1	1177	1	1177	1177	0.40867	0.00000	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/13m_NC_61.fa
9005	12408103	0.000	3599	1346	7815	1055	5257	0.36684	0.02299	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/13m_NC_62.fa
1397	1979316	0.000	541	1375	1206	1056	21205	0.49049	0.04181	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/13m_NC_63.fa
976	1811093	0.000	316	1896	808	1147	9431	0.42641	0.03133	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/13m_NC_64.fa
124	395370	0.000	23	3882	92	1485	31359	0.42876	0.03296	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/13m_NC_65.fa
5702	8256800	0.000	2154	1392	4912	1060	8236	0.35413	0.03195	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/13m_NC_66.fa
301	5231092	0.000	55	29564	192	7643	96695	0.31368	0.02495	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/13m_NC_67.fa
746	1261533	0.000	267	1737	628	1131	5423	0.48870	0.03301	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/13m_NC_68.fa
32	44953	0.000	13	1387	28	1050	2367	0.40511	0.11359	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/13m_NC_69.fa
472	3542008	0.000	81	12436	312	3183	55172	0.40144	0.02969	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/13m_NC_6.fa
25	38820	0.000	9	1659	23	1049	4528	0.45809	0.03675	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/13m_NC_70.fa
89	1795036	0.000	17	30724	56	9578	82431	0.24628	0.01825	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/13m_NC_71.fa
1	1992	0.000	1	1992	1	1992	1992	0.47641	0.00000	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/13m_NC_72.fa
294	1683676	0.000	46	9862	188	2330	65853	0.53678	0.02114	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/13m_NC_73.fa
214	731733	0.000	36	4643	156	1438	41847	0.47058	0.04896	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/13m_NC_74.fa
102	3990781	0.000	16	64088	56	18958	232113	0.36607	0.01977	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/13m_NC_75.fa
1403	2095502	0.000	514	1442	1200	1061	34527	0.64016	0.05199	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/13m_NC_76.fa
1359	2044775	0.000	491	1444	1162	1062	51784	0.70205	0.03522	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/13m_NC_77.fa
1582	3113935	0.000	482	2007	1296	1185	36034	0.37697	0.04462	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/13m_NC_78.fa
28	39996	0.000	11	1369	25	1046	3188	0.49497	0.02846	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/13m_NC_79.fa
849	2190078	0.000	223	2996	659	1341	20752	0.63197	0.01908	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/13m_NC_7.fa
32	506493	0.000	5	41534	16	10641	87268	0.41346	0.02450	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/13m_NC_80.fa
3068	3755427	0.000	1321	1174	2700	1027	4308	0.33134	0.03389	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/13m_NC_81.fa
79	100683	0.000	34	1242	70	1044	2440	0.35337	0.03794	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/13m_NC_82.fa
564	959559	0.000	192	1741	474	1114	5330	0.54522	0.02827	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/13m_NC_83.fa
59	83748	0.000	24	1403	51	1062	2904	0.51442	0.06060	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/13m_NC_84.fa
34	43289	0.000	14	1141	30	1023	3806	0.41988	0.03523	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/13m_NC_85.fa
82	132175	0.000	28	1500	70	1064	3864	0.46924	0.02898	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/13m_NC_86.fa
13	19476	0.000	5	1599	12	1048	2298	0.53877	0.04087	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/13m_NC_87.fa
815	1341965	0.000	288	1650	687	1103	5092	0.54833	0.03692	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/13m_NC_88.fa
1595	7257104	0.000	369	5443	1185	2287	84520	0.48027	0.04672	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/13m_NC_89.fa
36	62885	0.000	12	1816	31	1139	6128	0.42129	0.06827	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/13m_NC_8.fa
535	3934074	0.000	107	9030	386	3497	197787	0.26037	0.03679	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/13m_NC_90.fa
74	316055	0.000	12	6487	52	1654	28427	0.46675	0.02597	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/13m_NC_91.fa
182	359626	0.000	59	2115	150	1190	6639	0.23816	0.03277	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/13m_NC_92.fa
46	79407	0.000	15	1671	39	1093	5571	0.55297	0.03321	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/13m_NC_93.fa
138	756935	0.000	33	6676	102	2856	46018	0.21347	0.02546	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/13m_NC_94.fa
561	1424669	0.000	123	2855	435	1255	34506	0.56197	0.05284	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/13m_NC_95.fa
1130	1862399	0.000	385	1608	956	1092	8232	0.46856	0.03778	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/13m_NC_96.fa
7562	13505640	0.000	2628	1866	6306	1154	15582	0.45831	0.02005	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/13m_NC_97.fa
819	1578944	0.000	266	2046	675	1190	9915	0.60785	0.02746	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/13m_NC_98.fa
42	85121	0.000	11	1921	34	1086	9928	0.36179	0.04597	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/13m_NC_99.fa
8618	13106832	0.000	3339	1533	7375	1105	6054	0.47506	0.02624	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/13m_NC_9.fa
13	39275	0.000	3	4000	10	1383	13448	0.40194	0.01993	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/15_5m_NC_Bin_0.fa
126	1002579	0.000	21	12570	83	3551	59409	0.37904	0.06574	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/15_5m_NC_Bin_100.fa
121	169247	0.000	49	1390	105	1075	3059	0.48377	0.03653	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/15_5m_NC_Bin_101.fa
1134	2412449	0.000	308	2125	916	1213	94468	0.52578	0.04111	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/15_5m_NC_Bin_102.fa
1283	2550490	0.000	382	2121	1047	1164	13952	0.42945	0.02773	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/15_5m_NC_Bin_103.fa
89	162768	0.000	29	1795	75	1109	5283	0.36409	0.04260	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/15_5m_NC_Bin_104.fa
64	132995	0.000	15	2011	52	1146	15120	0.48122	0.06363	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/15_5m_NC_Bin_105.fa
361	1127876	0.000	69	3938	269	1412	70799	0.54649	0.02877	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/15_5m_NC_Bin_106.fa
519	1787601	0.000	108	4635	380	1611	23961	0.49595	0.03279	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/15_5m_NC_Bin_107.fa
639	1153253	0.000	222	1888	537	1184	7698	0.44241	0.02816	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/15_5m_NC_Bin_108.fa
2	32100	0.000	1	18680	2	13420	18680	0.41598	0.00975	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/15_5m_NC_Bin_109.fa
667	2319359	0.000	165	4479	497	1713	26368	0.52439	0.02307	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/15_5m_NC_Bin_10.fa
673	4611979	0.000	150	9150	476	3315	45815	0.60491	0.03445	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/15_5m_NC_Bin_110.fa
3327	4648817	0.000	1309	1365	2882	1056	4079	0.26137	0.04947	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/15_5m_NC_Bin_111.fa
661	9427139	0.000	102	23348	438	5850	167847	0.47808	0.02876	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/15_5m_NC_Bin_112.fa
1	1629	0.000	1	1629	1	1629	1629	0.45181	0.00000	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/15_5m_NC_Bin_113.fa
156	296771	0.000	49	2115	129	1144	6806	0.52738	0.05448	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/15_5m_NC_Bin_114.fa
54	77225	0.000	21	1230	47	1043	4372	0.48351	0.05058	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/15_5m_NC_Bin_115.fa
65	104538	0.000	25	1688	57	1111	3134	0.46089	0.02022	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/15_5m_NC_Bin_116.fa
2158	3591615	0.000	779	1701	1823	1127	7892	0.49923	0.03586	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/15_5m_NC_Bin_117.fa
2831	14361352	0.000	740	5792	2185	2780	48115	0.58879	0.03534	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/15_5m_NC_Bin_118.fa
233	1497463	0.000	51	8936	158	3142	34569	0.34571	0.02453	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/15_5m_NC_Bin_119.fa
1	1033	0.000	1	1033	1	1033	1033	0.45886	0.00000	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/15_5m_NC_Bin_11.fa
1387	11526406	0.000	300	11707	1000	3829	71396	0.61777	0.02074	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/15_5m_NC_Bin_120.fa
3534	9803118	0.000	1129	3043	2831	1687	28691	0.45336	0.02993	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/15_5m_NC_Bin_121.fa
1278	8874189	0.000	243	8573	943	3316	95086	0.51372	0.03974	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/15_5m_NC_Bin_122.fa
12	20707	0.000	4	1704	11	1190	4412	0.43700	0.04686	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/15_5m_NC_Bin_123.fa
149	412970	0.000	27	3358	113	1240	23875	0.41108	0.03773	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/15_5m_NC_Bin_124.fa
3078	6539027	0.000	952	2316	2493	1249	13878	0.37343	0.03422	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/15_5m_NC_Bin_125.fa
982	1810531	0.000	310	1937	812	1122	9717	0.68996	0.02546	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/15_5m_NC_Bin_126.fa
2	2746	0.000	1	1731	2	1015	1731	0.49345	0.07875	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/15_5m_NC_Bin_127.fa
1	1609	0.000	1	1609	1	1609	1609	0.61778	0.00000	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/15_5m_NC_Bin_128.fa
3602	4840651	0.000	1423	1268	3136	1039	8334	0.36055	0.04257	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/15_5m_NC_Bin_129.fa
1175	19035530	0.000	261	22151	818	7902	125177	0.71391	0.02854	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/15_5m_NC_Bin_12.fa
42	109282	0.000	7	2643	32	1157	33483	0.44892	0.04313	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/15_5m_NC_Bin_130.fa
295	4805193	0.000	43	31444	162	6497	233739	0.66452	0.04575	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/15_5m_NC_Bin_131.fa
861	1712808	0.000	297	2116	712	1283	6633	0.62265	0.03283	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/15_5m_NC_Bin_132.fa
1116	2352621	0.000	361	2285	909	1267	10851	0.36461	0.02528	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/15_5m_NC_Bin_133.fa
933	2309915	0.000	291	2754	746	1447	10823	0.47191	0.03168	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/15_5m_NC_Bin_134.fa
2988	5165397	0.000	1011	1749	2507	1124	8199	0.42243	0.03026	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/15_5m_NC_Bin_135.fa
462	5922506	0.000	37	33152	281	4529	233142	0.40099	0.03135	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/15_5m_NC_Bin_136.fa
145	496499	0.000	20	3551	106	1474	140941	0.46800	0.05487	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/15_5m_NC_Bin_137.fa
1641	3800599	0.000	425	2591	1300	1238	26077	0.51601	0.01731	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/15_5m_NC_Bin_138.fa
21	183213	0.000	3	19151	9	3056	44102	0.39854	0.03230	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/15_5m_NC_Bin_139.fa
3	3758	0.000	2	1218	3	1111	1429	0.42895	0.01197	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/15_5m_NC_Bin_13.fa
879	13493344	0.000	159	22580	597	6948	215492	0.54516	0.03053	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/15_5m_NC_Bin_140.fa
7	11241	0.000	3	1260	6	1179	3171	0.58127	0.02107	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/15_5m_NC_Bin_141.fa
3	3622	0.000	2	1259	3	1068	1295	0.26229	0.02316	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/15_5m_NC_Bin_142.fa
334	9326593	0.000	50	51027	195	12001	358291	0.34884	0.02071	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/15_5m_NC_Bin_143.fa
34	52832	0.000	13	1497	29	1083	5777	0.49481	0.03845	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/15_5m_NC_Bin_144.fa
1004	1843425	0.000	353	1951	836	1187	5671	0.37986	0.02833	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/15_5m_NC_Bin_145.fa
49	105811	0.000	14	2387	39	1094	6921	0.47198	0.01419	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/15_5m_NC_Bin_146.fa
2	27893	0.000	1	14180	2	13713	14180	0.45520	0.00400	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/15_5m_NC_Bin_147.fa
737	14239364	0.000	101	38736	417	7382	226573	0.63481	0.02189	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/15_5m_NC_Bin_148.fa
886	2659399	0.000	218	3731	672	1491	37835	0.59896	0.01865	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/15_5m_NC_Bin_149.fa
668	1071036	0.000	257	1615	570	1145	4907	0.44318	0.02928	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/15_5m_NC_Bin_14.fa
54	79314	0.000	22	1372	47	1084	3716	0.47907	0.04116	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/15_5m_NC_Bin_150.fa
355	1084138	0.000	98	3804	272	1576	14445	0.34651	0.02243	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/15_5m_NC_Bin_151.fa
321	2756241	0.000	5	108757	135	2150	454244	0.38695	0.02329	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/15_5m_NC_Bin_152.fa
988	3811740	0.000	201	4958	712	1764	58523	0.62679	0.02077	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/15_5m_NC_Bin_153.fa
75	162022	0.000	22	2542	60	1161	13432	0.41580	0.04303	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/15_5m_NC_Bin_154.fa
678	1490619	0.000	209	2421	548	1286	8778	0.27357	0.02108	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/15_5m_NC_Bin_155.fa
199	5011517	0.000	33	47781	110	11585	163673	0.60715	0.03626	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/15_5m_NC_Bin_156.fa
1	1202	0.000	1	1202	1	1202	1202	0.39268	0.00000	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/15_5m_NC_Bin_157.fa
35	54017	0.000	12	1364	30	1057	8686	0.41133	0.07055	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/15_5m_NC_Bin_158.fa
651	1617691	0.000	205	2822	520	1449	11967	0.55168	0.04136	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/15_5m_NC_Bin_159.fa
1234	11044743	0.000	260	12002	883	4208	75099	0.34056	0.02088	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/15_5m_NC_Bin_15.fa
392	736999	0.000	129	1915	325	1206	21738	0.30632	0.02589	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/15_5m_NC_Bin_160.fa
3749	17019758	0.000	1157	4989	2984	2719	20604	0.49050	0.01132	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/15_5m_NC_Bin_161.fa
143	593025	0.000	11	10993	94	1403	67042	0.36623	0.03126	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/15_5m_NC_Bin_162.fa
1117	1806345	0.000	400	1654	946	1104	5819	0.52848	0.03464	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/15_5m_NC_Bin_163.fa
90	127186	0.000	37	1337	78	1084	3361	0.38851	0.03729	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/15_5m_NC_Bin_164.fa
2132	2810946	0.000	872	1274	1862	1040	4801	0.48739	0.04175	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/15_5m_NC_Bin_165.fa
4431	9070156	0.000	1325	2186	3599	1185	20577	0.26395	0.03941	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/15_5m_NC_Bin_166.fa
2466	3566923	0.000	905	1358	2121	1048	36923	0.60368	0.04468	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/15_5m_NC_Bin_167.fa
482	2804624	0.000	89	8009	335	2649	67250	0.52137	0.04186	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/15_5m_NC_Bin_168.fa
267	1754228	0.000	4	81733	152	2031	351286	0.34263	0.01996	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/15_5m_NC_Bin_169.fa
3552	6339220	0.000	1217	1861	2966	1149	19407	0.45715	0.01867	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/15_5m_NC_Bin_16.fa
96	198860	0.000	27	2214	78	1174	6790	0.36938	0.03736	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/15_5m_NC_Bin_170.fa
1969	9568767	0.000	431	4972	1501	2545	141354	0.41154	0.03589	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/15_5m_NC_Bin_171.fa
198	3028058	0.000	30	22952	129	6695	242317	0.25803	0.02105	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/15_5m_NC_Bin_172.fa
7	8209	0.000	4	1141	7	1003	1523	0.47326	0.00585	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/15_5m_NC_Bin_173.fa
648	8359613	0.000	98	22863	426	5366	155635	0.35275	0.06290	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/15_5m_NC_Bin_174.fa
5941	9793530	0.000	2085	1655	5011	1104	11250	0.52473	0.03316	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/15_5m_NC_Bin_175.fa
600	1202435	0.000	182	2143	490	1179	12126	0.63084	0.01910	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/15_5m_NC_Bin_176.fa
52	244545	0.000	11	7913	35	1860	14613	0.41823	0.06452	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/15_5m_NC_Bin_177.fa
514	1112871	0.000	153	2307	413	1216	10388	0.35174	0.01908	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/15_5m_NC_Bin_178.fa
261	654108	0.000	77	2950	207	1351	12564	0.42837	0.04562	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/15_5m_NC_Bin_179.fa
394	1085441	0.000	86	3352	302	1336	45167	0.38056	0.02359	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/15_5m_NC_Bin_17.fa
1373	15998088	0.000	286	14856	998	5536	147729	0.48182	0.03984	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/15_5m_NC_Bin_180.fa
3	3553	0.000	2	1018	3	1002	1533	0.44779	0.01778	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/15_5m_NC_Bin_181.fa
83	152826	0.000	25	1839	69	1087	8530	0.56083	0.04107	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/15_5m_NC_Bin_182.fa
333	6996076	0.000	64	34770	205	10194	102637	0.54353	0.01691	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/15_5m_NC_Bin_183.fa
739	2069562	0.000	200	3362	569	1491	15759	0.56216	0.02425	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/15_5m_NC_Bin_184.fa
1	2030	0.000	1	2030	1	2030	2030	0.36158	0.00000	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/15_5m_NC_Bin_185.fa
20	28228	0.000	7	1273	18	1015	3923	0.54701	0.04954	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/15_5m_NC_Bin_186.fa
886	6775156	0.000	152	11718	607	3349	78335	0.32571	0.04500	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/15_5m_NC_Bin_187.fa
242	5061526	0.000	19	64544	123	8037	292653	0.34265	0.01491	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/15_5m_NC_Bin_188.fa
939	4880648	0.000	194	6143	694	2523	84179	0.33776	0.03329	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/15_5m_NC_Bin_189.fa
5417	9068616	0.000	1953	1710	4571	1124	6875	0.58656	0.03760	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/15_5m_NC_Bin_18.fa
1157	1791058	0.000	428	1521	987	1089	5041	0.50123	0.04601	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/15_5m_NC_Bin_190.fa
708	1013173	0.000	277	1398	611	1066	7071	0.39220	0.03116	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/15_5m_NC_Bin_191.fa
48	78978	0.000	16	1725	41	1085	6140	0.44910	0.03840	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/15_5m_NC_Bin_192.fa
314	421021	0.000	127	1315	273	1041	4607	0.62053	0.02970	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/15_5m_NC_Bin_193.fa
789	1385038	0.000	244	1709	657	1090	29736	0.24952	0.05472	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/15_5m_NC_Bin_194.fa
1	1096	0.000	1	1096	1	1096	1096	0.44526	0.00000	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/15_5m_NC_Bin_195.fa
541	2900027	0.000	47	12435	335	1838	91532	0.31765	0.02699	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/15_5m_NC_Bin_196.fa
1638	3037911	0.000	581	1984	1364	1206	5966	0.53955	0.04003	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/15_5m_NC_Bin_197.fa
843	2482090	0.000	197	3520	638	1443	48614	0.40839	0.04526	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/15_5m_NC_Bin_198.fa
297	588241	0.000	88	2087	242	1129	7782	0.48609	0.04287	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/15_5m_NC_Bin_199.fa
649	4100133	0.000	128	8810	457	2879	55990	0.40009	0.03095	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/15_5m_NC_Bin_19.fa
60	86286	0.000	23	1414	52	1052	3427	0.46958	0.05030	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/15_5m_NC_Bin_1.fa
296	3036655	0.000	64	13919	202	4663	72601	0.36537	0.01700	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/15_5m_NC_Bin_200.fa
109	7096871	0.000	17	127733	61	30146	410124	0.34260	0.01305	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/15_5m_NC_Bin_201.fa
1140	11070863	0.000	203	12406	812	4336	131455	0.32376	0.02201	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/15_5m_NC_Bin_202.fa
439	1385764	0.000	113	3721	334	1607	25531	0.46991	0.02980	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/15_5m_NC_Bin_203.fa
536	1182409	0.000	160	2353	432	1258	11448	0.28600	0.03179	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/15_5m_NC_Bin_204.fa
96	152939	0.000	35	1586	82	1084	4316	0.40347	0.04580	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/15_5m_NC_Bin_205.fa
1477	2060437	0.000	575	1333	1279	1051	7105	0.74267	0.03884	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/15_5m_NC_Bin_206.fa
153	722763	0.000	36	5892	108	2367	25307	0.24937	0.02757	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/15_5m_NC_Bin_207.fa
1	1401	0.000	1	1401	1	1401	1401	0.59886	0.00000	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/15_5m_NC_Bin_208.fa
