# bin	classification	reason	lineage	lineage scores	superkingdom	phylum	class	order	family	genus	species
9m_195.fa	taxid assigned	based on 762/1081 ORFs	1;131567;2;49928;1869227	1.00;0.82;0.75;0.30;0.30	Bacteria: 0.75	NA	NA	NA	NA	NA	bacterium: 0.30
9m_196.fa	taxid assigned (1/2)	based on 132/204 ORFs	1;10239;2731341;2731360;2731618;2731619;28883;2100420;2100421	1.00;0.42;0.38;0.38;0.38;0.38;0.38;0.38;0.38	Viruses: 0.42	Uroviricota: 0.38	Caudoviricetes: 0.38	Caudovirales: 0.38	NA	NA	uncultured Caudovirales phage: 0.38
9m_196.fa	taxid assigned (2/2)	based on 132/204 ORFs	1;131567;2	1.00;0.43;0.40	Bacteria: 0.40	no support	no support	no support	no support	no support	no support
9m_197.fa	taxid assigned	based on 3077/4366 ORFs	1;131567;2	1.00;0.84;0.79	Bacteria: 0.79	no support	no support	no support	no support	no support	no support
9m_198.fa	taxid assigned	based on 1537/2374 ORFs	1;131567;2;1224	1.00;0.91;0.68;0.31	Bacteria: 0.68	Proteobacteria: 0.31	no support	no support	no support	no support	no support
9m_199.fa	taxid assigned	based on 14/34 ORFs	1;131567;2	1.00;0.85;0.85	Bacteria: 0.85	no support	no support	no support	no support	no support	no support
9m_2.fa	taxid assigned	based on 1110/1506 ORFs	1;131567;2	1.00;0.68;0.66	Bacteria: 0.66	no support	no support	no support	no support	no support	no support
9m_20.fa	taxid assigned	based on 1751/2924 ORFs	1;131567;2	1.00;0.67;0.63	Bacteria: 0.63	no support	no support	no support	no support	no support	no support
9m_200.fa	taxid assigned	based on 76/82 ORFs	1;131567;2;1224;1236;135613;1046;1047;61644	1.00;1.00;1.00;0.99;0.96;0.96;0.96;0.95;0.88	Bacteria: 1.00	Proteobacteria: 0.99	Gammaproteobacteria: 0.96	Chromatiales: 0.96	Chromatiaceae: 0.96	Chromatium: 0.95	Chromatium okenii: 0.88
9m_201.fa	taxid assigned (1/2)	based on 2/11 ORFs	1;131567;2;1783270;68336;976;117743;200644;49546;237	1.00;1.00;1.00;0.58;0.58;0.58;0.58;0.58;0.58;0.58	Bacteria: 1.00	Bacteroidetes: 0.58	Flavobacteriia: 0.58	Flavobacteriales: 0.58	Flavobacteriaceae: 0.58	Flavobacterium: 0.58	no support
9m_201.fa	taxid assigned (2/2)	based on 2/11 ORFs	1;131567;2;1783272;201174;1760;52018;1883427	1.00;1.00;1.00;0.42;0.42;0.42;0.42;0.42	Bacteria: 1.00	Actinobacteria: 0.42	Actinomycetia: 0.42	NA	NA	NA	Actinobacteria bacterium: 0.42
9m_202.fa	taxid assigned	based on 4611/6845 ORFs	1;131567;2;1783272;201174;1760	1.00;0.94;0.88;0.39;0.37;0.33	Bacteria: 0.88	Actinobacteria: 0.37	Actinomycetia: 0.33	no support	no support	no support	no support
9m_203.fa	no taxid assigned	no hits to database
9m_204.fa	taxid assigned	based on 1564/1637 ORFs	1;131567;2;1783270;68336;976;1853228;1853229;563835;569836;1869212	1.00;1.00;0.99;0.94;0.94;0.93;0.65;0.65;0.64;0.59;0.59	Bacteria: 0.99	Bacteroidetes: 0.93	Chitinophagia: 0.65	Chitinophagales: 0.65	Chitinophagaceae: 0.64	NA	Chitinophagaceae bacterium: 0.59
9m_205.fa	taxid assigned	based on 2704/3856 ORFs	1;131567;2	1.00;0.65;0.44	Bacteria: 0.44	no support	no support	no support	no support	no support	no support
9m_206.fa	taxid assigned (1/2)	based on 4/12 ORFs	1;131567;2759;3027;589342;589343;55528;55529*;905079*	1.00;1.00;0.41;0.41;0.41;0.41;0.41;0.41;0.41	Eukaryota: 0.41	NA	Cryptophyceae: 0.41	Pyrenomonadales: 0.41	Geminigeraceae: 0.41	Guillardia: 0.41	Guillardia theta*: 0.41
9m_206.fa	taxid assigned (2/2)	based on 4/12 ORFs	1;131567;2;1224;81684;1977087	1.00;1.00;0.59;0.59;0.47;0.47	Bacteria: 0.59	Proteobacteria: 0.59	NA	NA	NA	NA	Proteobacteria bacterium: 0.47
9m_207.fa	taxid assigned	based on 761/1295 ORFs	1;131567;2	1.00;0.75;0.73	Bacteria: 0.73	no support	no support	no support	no support	no support	no support
9m_208.fa	taxid assigned (1/2)	based on 482/862 ORFs	1;10239;2731341;2731360;2731618;2731619;28883;2100420;2100421	1.00;0.34;0.34;0.34;0.34;0.34;0.34;0.31;0.31	Viruses: 0.34	Uroviricota: 0.34	Caudoviricetes: 0.34	Caudovirales: 0.34	NA	NA	uncultured Caudovirales phage: 0.31
9m_208.fa	taxid assigned (2/2)	based on 482/862 ORFs	1;131567;2	1.00;0.57;0.57	Bacteria: 0.57	no support	no support	no support	no support	no support	no support
9m_209.fa	taxid assigned	based on 18/37 ORFs	1;131567;2;1224;28216;80840;119060;44013	1.00;1.00;1.00;0.58;0.49;0.35;0.35;0.35	Bacteria: 1.00	Proteobacteria: 0.58	Betaproteobacteria: 0.49	Burkholderiales: 0.35	Burkholderiaceae: 0.35	Polynucleobacter: 0.35	no support
9m_21.fa	taxid assigned	based on 10466/15226 ORFs	1;131567;2;1783270;68336;976	1.00;0.82;0.75;0.38;0.37;0.37	Bacteria: 0.75	Bacteroidetes: 0.37	no support	no support	no support	no support	no support
9m_210.fa	taxid assigned	based on 1864/2367 ORFs	1;131567;2;1783257;74201	1.00;0.97;0.95;0.53;0.51	Bacteria: 0.95	Verrucomicrobia: 0.51	no support	no support	no support	no support	no support
9m_211.fa	taxid assigned	based on 64/171 ORFs	1;131567;2	1.00;0.78;0.69	Bacteria: 0.69	no support	no support	no support	no support	no support	no support
9m_212.fa	no taxid assigned	no hits to database
9m_213.fa	taxid assigned	based on 33/46 ORFs	1;131567;2;1783270;68336;976;117743;200644;49546	1.00;0.99;0.99;0.72;0.72;0.72;0.39;0.39;0.31	Bacteria: 0.99	Bacteroidetes: 0.72	Flavobacteriia: 0.39	Flavobacteriales: 0.39	Flavobacteriaceae: 0.31	no support	no support
9m_214.fa	taxid assigned	based on 144/235 ORFs	1;131567;2;1224	1.00;0.68;0.67;0.36	Bacteria: 0.67	Proteobacteria: 0.36	no support	no support	no support	no support	no support
9m_215.fa	taxid assigned	based on 612/653 ORFs	1;131567;2;1783270;68336;976;1853228;1853229;563835	1.00;1.00;0.99;0.98;0.98;0.97;0.86;0.85;0.84	Bacteria: 0.99	Bacteroidetes: 0.97	Chitinophagia: 0.86	Chitinophagales: 0.85	Chitinophagaceae: 0.84	no support	no support
9m_216.fa	taxid assigned	based on 197/280 ORFs	1;131567;2	1.00;0.97;0.97	Bacteria: 0.97	no support	no support	no support	no support	no support	no support
9m_217.fa	taxid assigned	based on 3764/3842 ORFs	1;131567;2;1783270;68336;976;37452;1898104	1.00;1.00;1.00;0.77;0.77;0.77;0.31;0.31	Bacteria: 1.00	Bacteroidetes: 0.77	NA	NA	NA	NA	Bacteroidetes bacterium: 0.31
9m_218.fa	taxid assigned	based on 817/1498 ORFs	1;131567;2	1.00;0.84;0.82	Bacteria: 0.82	no support	no support	no support	no support	no support	no support
9m_219.fa	taxid assigned	based on 1/8 ORFs	1;131567;2;2323;1783234;1783273;1794811;1752734;2030810	1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00	Bacteria: 1.00	Candidatus Kaiserbacteria: 1.00	NA	NA	NA	NA	Candidatus Kaiserbacteria bacterium: 1.00
9m_22.fa	taxid assigned	based on 17300/47482 ORFs	1;131567;2759;33090;3041;2692248;3166;2812636	1.00;0.99;0.95;0.89;0.83;0.82;0.65;0.65	Eukaryota: 0.95	Chlorophyta: 0.83	Chlorophyceae: 0.65	no support	no support	no support	no support
9m_220.fa	taxid assigned	based on 298/341 ORFs	1;131567;2;1783270;68336;976;117743;200644;1853230;1986672;2026728	1.00;0.99;0.99;0.91;0.91;0.90;0.87;0.85;0.85;0.84;0.84	Bacteria: 0.99	Bacteroidetes: 0.90	Flavobacteriia: 0.87	Flavobacteriales: 0.85	Crocinitomicaceae: 0.85	NA	Crocinitomicaceae bacterium: 0.84
9m_221.fa	taxid assigned (1/2)	based on 2841/4445 ORFs	1;131567;2	1.00;0.42;0.35	Bacteria: 0.35	no support	no support	no support	no support	no support	no support
9m_221.fa	taxid assigned (2/2)	based on 2841/4445 ORFs	1;10239	1.00;0.46	Viruses: 0.46	no support	no support	no support	no support	no support	no support
9m_222.fa	taxid assigned (1/2)	based on 13/33 ORFs	1;10239;2731341;2731360;2731618;2731619;28883;2100420;2100421	1.00;0.35;0.35;0.35;0.35;0.35;0.35;0.35;0.35	Viruses: 0.35	Uroviricota: 0.35	Caudoviricetes: 0.35	Caudovirales: 0.35	NA	NA	uncultured Caudovirales phage: 0.35
9m_222.fa	taxid assigned (2/2)	based on 13/33 ORFs	1;131567;2;1783270;68336;976	1.00;0.65;0.65;0.40;0.40;0.40	Bacteria: 0.65	Bacteroidetes: 0.40	no support	no support	no support	no support	no support
9m_223.fa	taxid assigned	based on 2/2 ORFs	1;131567;2	1.00;0.81;0.81	Bacteria: 0.81	no support	no support	no support	no support	no support	no support
9m_224.fa	taxid assigned	based on 1095/1129 ORFs	1;131567;2;1783272;201174;1760;52018;1883427	1.00;0.99;0.99;0.97;0.97;0.70;0.70;0.54	Bacteria: 0.99	Actinobacteria: 0.97	Actinomycetia: 0.70	NA	NA	NA	Actinobacteria bacterium: 0.54
9m_225.fa	taxid assigned	based on 1/4 ORFs	1;131567;2;1783257;203682;473814;2026780	1.00;1.00;1.00;1.00;1.00;1.00;1.00	Bacteria: 1.00	Planctomycetes: 1.00	NA	NA	NA	NA	Planctomycetes bacterium: 1.00
9m_226.fa	taxid assigned	based on 10/11 ORFs	1;131567;2;1783270;68336;976;117743;200644;1853230;1986672;2026728	1.00;1.00;1.00;0.94;0.94;0.94;0.94;0.94;0.94;0.94;0.94	Bacteria: 1.00	Bacteroidetes: 0.94	Flavobacteriia: 0.94	Flavobacteriales: 0.94	Crocinitomicaceae: 0.94	NA	Crocinitomicaceae bacterium: 0.94
9m_227.fa	taxid assigned	based on 2130/2221 ORFs	1;131567;2;1783270;68336;976;768503;768507;89373;312278;1537369	1.00;1.00;1.00;0.98;0.98;0.98;0.91;0.90;0.89;0.82;0.33	Bacteria: 1.00	Bacteroidetes: 0.98	Cytophagia: 0.91	Cytophagales: 0.90	Cytophagaceae: 0.89	Emticicia: 0.82	Emticicia aquatilis: 0.33
9m_228.fa	taxid assigned	based on 32/78 ORFs	1;131567;2	1.00;0.68;0.65	Bacteria: 0.65	no support	no support	no support	no support	no support	no support
9m_229.fa	taxid assigned	based on 2494/2541 ORFs	1;131567;2;1783272;201174;1760;52018;1883427	1.00;1.00;1.00;0.99;0.82;0.81;0.57;0.57	Bacteria: 1.00	Actinobacteria: 0.82	Actinomycetia: 0.81	NA	NA	NA	Actinobacteria bacterium: 0.57
9m_23.fa	taxid assigned	based on 54/67 ORFs	1;131567;2	1.00;0.71;0.69	Bacteria: 0.69	no support	no support	no support	no support	no support	no support
9m_230.fa	taxid assigned	based on 1029/1433 ORFs	1;131567;2	1.00;0.97;0.97	Bacteria: 0.97	no support	no support	no support	no support	no support	no support
9m_231.fa	taxid assigned (1/2)	based on 1911/3187 ORFs	1;10239;2732004;2732005;2732007;2732523;2732524;10501;181084;880158	1.00;0.44;0.43;0.43;0.43;0.43;0.40;0.40;0.38;0.37	Viruses: 0.44	Nucleocytoviricota: 0.43	Megaviricetes: 0.43	Algavirales: 0.40	Phycodnaviridae: 0.40	Prasinovirus: 0.38	no support
9m_231.fa	taxid assigned (2/2)	based on 1911/3187 ORFs	1;131567;2	1.00;0.44;0.36	Bacteria: 0.36	no support	no support	no support	no support	no support	no support
9m_232.fa	taxid assigned	based on 1396/1444 ORFs	1;131567;2;1783272;201174;1760;52018;1883427	1.00;1.00;1.00;0.95;0.95;0.95;0.41;0.41	Bacteria: 1.00	Actinobacteria: 0.95	Actinomycetia: 0.95	NA	NA	NA	Actinobacteria bacterium: 0.41
9m_233.fa	taxid assigned	based on 8/22 ORFs	1;131567;2;1224;28216;80840;119060;44013;556054	1.00;1.00;1.00;0.57;0.31;0.31;0.31;0.31;0.31	Bacteria: 1.00	Proteobacteria: 0.57	Betaproteobacteria: 0.31	Burkholderiales: 0.31	Burkholderiaceae: 0.31	Polynucleobacter: 0.31	Polynucleobacter difficilis: 0.31
9m_234.fa	taxid assigned	based on 2441/2871 ORFs	1;131567;2;1783270;68336;976	1.00;0.90;0.88;0.72;0.72;0.71	Bacteria: 0.88	Bacteroidetes: 0.71	no support	no support	no support	no support	no support
9m_235.fa	no taxid assigned	no hits to database
9m_236.fa	taxid assigned (1/2)	based on 909/3061 ORFs	1;131567;2759	1.00;0.86;0.31	Eukaryota: 0.31	no support	no support	no support	no support	no support	no support
9m_236.fa	taxid assigned (2/2)	based on 909/3061 ORFs	1;131567;2	1.00;0.86;0.43	Bacteria: 0.43	no support	no support	no support	no support	no support	no support
9m_237.fa	taxid assigned (1/2)	based on 1266/1865 ORFs	1;10239;2731341;2731360;2731618;2731619;28883;2100420;2100421	1.00;0.32;0.32;0.32;0.32;0.32;0.32;0.31;0.31	Viruses: 0.32	Uroviricota: 0.32	Caudoviricetes: 0.32	Caudovirales: 0.32	NA	NA	uncultured Caudovirales phage: 0.31
9m_237.fa	taxid assigned (2/2)	based on 1266/1865 ORFs	1;131567;2	1.00;0.53;0.52	Bacteria: 0.52	no support	no support	no support	no support	no support	no support
9m_238.fa	taxid assigned (1/2)	based on 4/5 ORFs	1;131567;2;1224;28216;33809;1891241	1.00;1.00;0.40;0.40;0.40;0.40;0.40	Bacteria: 0.40	Proteobacteria: 0.40	Betaproteobacteria: 0.40	NA	NA	NA	Betaproteobacteria bacterium: 0.40
9m_238.fa	taxid assigned (2/2)	based on 4/5 ORFs	1;131567;2759;33154;33208;6072	1.00;1.00;0.55;0.38;0.38;0.38	Eukaryota: 0.55	no support	no support	no support	no support	no support	no support
9m_239.fa	no taxid assigned	no hits to database
9m_24.fa	taxid assigned	based on 1142/1863 ORFs	1;131567;2	1.00;0.94;0.91	Bacteria: 0.91	no support	no support	no support	no support	no support	no support
9m_240.fa	taxid assigned	based on 450/986 ORFs	1;131567;2	1.00;0.87;0.60	Bacteria: 0.60	no support	no support	no support	no support	no support	no support
9m_241.fa	taxid assigned	based on 3285/3438 ORFs	1;131567;2;1783270;68336;976;117743;200644	1.00;1.00;0.98;0.80;0.80;0.79;0.54;0.43	Bacteria: 0.98	Bacteroidetes: 0.79	Flavobacteriia: 0.54	Flavobacteriales: 0.43	no support	no support	no support
9m_242.fa	taxid assigned	based on 1040/1701 ORFs	1;131567;2	1.00;0.82;0.75	Bacteria: 0.75	no support	no support	no support	no support	no support	no support
9m_243.fa	taxid assigned	based on 10636/24936 ORFs	1;131567;2759;33090;3041	1.00;0.99;0.87;0.73;0.40	Eukaryota: 0.87	Chlorophyta: 0.40	no support	no support	no support	no support	no support
9m_244.fa	taxid assigned	based on 1338/1385 ORFs	1;131567;2;1783272;201174;1760	1.00;0.99;0.99;0.79;0.78;0.78	Bacteria: 0.99	Actinobacteria: 0.78	Actinomycetia: 0.78	no support	no support	no support	no support
9m_245.fa	taxid assigned	based on 2319/2380 ORFs	1;131567;2;1783270;68336;976;117747;200666	1.00;1.00;1.00;0.94;0.94;0.94;0.36;0.33	Bacteria: 1.00	Bacteroidetes: 0.94	Sphingobacteriia: 0.36	Sphingobacteriales: 0.33	no support	no support	no support
9m_246.fa	taxid assigned	based on 1536/6498 ORFs	1;131567;2759;33090;3041	1.00;0.98;0.80;0.61;0.40	Eukaryota: 0.80	Chlorophyta: 0.40	no support	no support	no support	no support	no support
9m_247.fa	taxid assigned	based on 5203/5275 ORFs	1;131567;2;1224;28216;80840	1.00;1.00;1.00;0.98;0.97;0.92	Bacteria: 1.00	Proteobacteria: 0.98	Betaproteobacteria: 0.97	Burkholderiales: 0.92	no support	no support	no support
9m_248.fa	taxid assigned	based on 2845/2992 ORFs	1;131567;2;1783270;68336;976;117743;200644;49546;61432;1871037	1.00;0.99;0.99;0.85;0.85;0.84;0.71;0.69;0.65;0.36;0.36	Bacteria: 0.99	Bacteroidetes: 0.84	Flavobacteriia: 0.71	Flavobacteriales: 0.69	Flavobacteriaceae: 0.65	NA	Flavobacteriaceae bacterium: 0.36
9m_249.fa	taxid assigned	based on 3728/3767 ORFs	1;131567;2;1783270;68336;976	1.00;1.00;1.00;0.98;0.98;0.98	Bacteria: 1.00	Bacteroidetes: 0.98	no support	no support	no support	no support	no support
9m_25.fa	taxid assigned	based on 22/33 ORFs	1;10239;2731341;2731360;2731618;2731619;28883;2100420;2100421	1.00;0.55;0.55;0.55;0.55;0.55;0.55;0.47;0.47	Viruses: 0.55	Uroviricota: 0.55	Caudoviricetes: 0.55	Caudovirales: 0.55	NA	NA	uncultured Caudovirales phage: 0.47
9m_26.fa	taxid assigned	based on 14380/15480 ORFs	1;131567;2;1783270;68336;976	1.00;1.00;0.98;0.62;0.62;0.62	Bacteria: 0.98	Bacteroidetes: 0.62	no support	no support	no support	no support	no support
9m_27.fa	taxid assigned (1/2)	based on 2/10 ORFs	1;131567;2759;33090;3041;2692248;75966;35460;35461;2511126;3071;554065	1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;0.42	Eukaryota: 1.00	Chlorophyta: 1.00	Trebouxiophyceae: 1.00	Chlorellales: 1.00	Chlorellaceae: 1.00	Chlorella: 1.00	Chlorella variabilis: 0.42
9m_27.fa	taxid assigned (2/2)	based on 2/10 ORFs	1;131567;2759;33090;3041;2692248;75966;35460;35461;2511126;3071;3076	1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;0.58	Eukaryota: 1.00	Chlorophyta: 1.00	Trebouxiophyceae: 1.00	Chlorellales: 1.00	Chlorellaceae: 1.00	Chlorella: 1.00	Chlorella sorokiniana: 0.58
9m_28.fa	taxid assigned (1/2)	based on 379/408 ORFs	1;131567;2;1224;28216;80840;119060;44013	1.00;0.98;0.98;0.48;0.42;0.38;0.38;0.31	Bacteria: 0.98	Proteobacteria: 0.48	Betaproteobacteria: 0.42	Burkholderiales: 0.38	Burkholderiaceae: 0.38	Polynucleobacter: 0.31	no support
9m_28.fa	taxid assigned (2/2)	based on 379/408 ORFs	1;131567;2;1783270;68336;976	1.00;0.98;0.98;0.32;0.32;0.32	Bacteria: 0.98	Bacteroidetes: 0.32	no support	no support	no support	no support	no support
9m_29.fa	taxid assigned (1/2)	based on 56/116 ORFs	1;131567;2;1224	1.00;0.64;0.63;0.31	Bacteria: 0.63	Proteobacteria: 0.31	no support	no support	no support	no support	no support
9m_29.fa	taxid assigned (2/2)	based on 56/116 ORFs	1;10239	1.00;0.31	Viruses: 0.31	no support	no support	no support	no support	no support	no support
9m_3.fa	taxid assigned	based on 1383/2491 ORFs	1;131567;2	1.00;0.85;0.77	Bacteria: 0.77	no support	no support	no support	no support	no support	no support
9m_30.fa	taxid assigned (1/2)	based on 11435/13471 ORFs	1;10239;2731341;2731360;2731618;2731619;28883;2100420;2100421	1.00;0.39;0.39;0.39;0.39;0.39;0.39;0.38;0.38	Viruses: 0.39	Uroviricota: 0.39	Caudoviricetes: 0.39	Caudovirales: 0.39	NA	NA	uncultured Caudovirales phage: 0.38
9m_30.fa	taxid assigned (2/2)	based on 11435/13471 ORFs	1;131567;2	1.00;0.41;0.36	Bacteria: 0.36	no support	no support	no support	no support	no support	no support
9m_31.fa	taxid assigned	based on 9087/9461 ORFs	1;131567;2;1224;28216;80840;80864	1.00;0.99;0.98;0.93;0.89;0.41;0.30	Bacteria: 0.98	Proteobacteria: 0.93	Betaproteobacteria: 0.89	Burkholderiales: 0.41	Comamonadaceae: 0.30	no support	no support
9m_32.fa	taxid assigned	based on 7533/9418 ORFs	1;131567;2;1783270;68336;976;117743;200644	1.00;0.75;0.68;0.50;0.50;0.50;0.35;0.32	Bacteria: 0.68	Bacteroidetes: 0.50	Flavobacteriia: 0.35	Flavobacteriales: 0.32	no support	no support	no support
9m_33.fa	taxid assigned	based on 814/1293 ORFs	1;131567;2	1.00;0.67;0.47	Bacteria: 0.47	no support	no support	no support	no support	no support	no support
9m_34.fa	taxid assigned	based on 832/1258 ORFs	1;131567;2	1.00;0.82;0.74	Bacteria: 0.74	no support	no support	no support	no support	no support	no support
9m_35.fa	taxid assigned	based on 1/6 ORFs	1;131567;2	1.00;1.00;1.00	Bacteria: 1.00	no support	no support	no support	no support	no support	no support
9m_36.fa	taxid assigned	based on 4391/4834 ORFs	1;131567;2;1783257;74201;203494;48461;134621;1032526;2638824;2024890	1.00;1.00;1.00;0.81;0.78;0.55;0.55;0.54;0.54;0.54;0.54	Bacteria: 1.00	Verrucomicrobia: 0.78	Verrucomicrobiae: 0.55	Verrucomicrobiales: 0.55	Verrucomicrobia subdivision 3: 0.54	Pedosphaera: 0.54	Pedosphaera sp.: 0.54
9m_37.fa	taxid assigned	based on 2684/2763 ORFs	1;131567;2;1783270;68336;976;1853228	1.00;1.00;1.00;0.94;0.93;0.93;0.32	Bacteria: 1.00	Bacteroidetes: 0.93	Chitinophagia: 0.32	no support	no support	no support	no support
9m_38.fa	taxid assigned	based on 40/58 ORFs	1;10239;2731341;2731360;2731618;2731619;28883;2100420;2100421	1.00;0.81;0.80;0.80;0.80;0.80;0.80;0.80;0.80	Viruses: 0.81	Uroviricota: 0.80	Caudoviricetes: 0.80	Caudovirales: 0.80	NA	NA	uncultured Caudovirales phage: 0.80
9m_39.fa	taxid assigned	based on 9262/9436 ORFs	1;131567;2;1224;28216;80840;80864;665874;2626134	1.00;1.00;1.00;0.97;0.96;0.36;0.33;0.32;0.32	Bacteria: 1.00	Proteobacteria: 0.97	Betaproteobacteria: 0.96	Burkholderiales: 0.36	Comamonadaceae: 0.33	Limnohabitans: 0.32	no support
9m_4.fa	taxid assigned (1/2)	based on 178/334 ORFs	1;10239;2731341;2731360;2731618;2731619;28883;2100420;2100421	1.00;0.37;0.37;0.37;0.37;0.37;0.37;0.37;0.37	Viruses: 0.37	Uroviricota: 0.37	Caudoviricetes: 0.37	Caudovirales: 0.37	NA	NA	uncultured Caudovirales phage: 0.37
9m_4.fa	taxid assigned (2/2)	based on 178/334 ORFs	1;131567;2;1783270;68336	1.00;0.60;0.59;0.35;0.33	Bacteria: 0.59	no support	no support	no support	no support	no support	no support
9m_40.fa	taxid assigned	based on 3703/3755 ORFs	1;131567;2;1224;28216;32003;32011	1.00;0.99;0.99;0.89;0.85;0.61;0.61	Bacteria: 0.99	Proteobacteria: 0.89	Betaproteobacteria: 0.85	Nitrosomonadales: 0.61	Methylophilaceae: 0.61	no support	no support
9m_41.fa	taxid assigned (1/2)	based on 9/16 ORFs	1;10239;2731341;2731360;2731618;2731619;28883;2100420;2100421	1.00;0.30;0.30;0.30;0.30;0.30;0.30;0.30;0.30	Viruses: 0.30	Uroviricota: 0.30	Caudoviricetes: 0.30	Caudovirales: 0.30	NA	NA	uncultured Caudovirales phage: 0.30
9m_41.fa	taxid assigned (2/2)	based on 9/16 ORFs	1;131567;2	1.00;0.59;0.59	Bacteria: 0.59	no support	no support	no support	no support	no support	no support
9m_42.fa	taxid assigned	based on 1467/2669 ORFs	1;131567;2	1.00;0.91;0.86	Bacteria: 0.86	no support	no support	no support	no support	no support	no support
9m_43.fa	taxid assigned	based on 1746/3140 ORFs	1;131567;2	1.00;0.77;0.67	Bacteria: 0.67	no support	no support	no support	no support	no support	no support
9m_44.fa	taxid assigned	based on 178/224 ORFs	1;10239;2731341;2731360;2731618;2731619;28883;2100420;2100421	1.00;0.76;0.76;0.76;0.76;0.76;0.76;0.76;0.76	Viruses: 0.76	Uroviricota: 0.76	Caudoviricetes: 0.76	Caudovirales: 0.76	NA	NA	uncultured Caudovirales phage: 0.76
9m_45.fa	taxid assigned	based on 219/400 ORFs	1;131567;2	1.00;0.79;0.67	Bacteria: 0.67	no support	no support	no support	no support	no support	no support
9m_46.fa	taxid assigned	based on 2926/10846 ORFs	1;131567;2759;33090;3041;2692248;3166;2812636	1.00;0.99;0.92;0.85;0.78;0.77;0.61;0.61	Eukaryota: 0.92	Chlorophyta: 0.78	Chlorophyceae: 0.61	no support	no support	no support	no support
9m_47.fa	taxid assigned	based on 174/222 ORFs	1;131567;2;1224	1.00;0.93;0.92;0.51	Bacteria: 0.92	Proteobacteria: 0.51	no support	no support	no support	no support	no support
9m_48.fa	taxid assigned	based on 1053/1545 ORFs	1;131567;2	1.00;0.83;0.76	Bacteria: 0.76	no support	no support	no support	no support	no support	no support
9m_49.fa	taxid assigned	based on 3379/3450 ORFs	1;131567;2;1783272;201174;1760;52018;1883427	1.00;1.00;1.00;0.97;0.97;0.92;0.83;0.82	Bacteria: 1.00	Actinobacteria: 0.97	Actinomycetia: 0.92	NA	NA	NA	Actinobacteria bacterium: 0.82
9m_5.fa	taxid assigned	based on 3772/6949 ORFs	1;131567;2	1.00;0.72;0.61	Bacteria: 0.61	no support	no support	no support	no support	no support	no support
9m_50.fa	taxid assigned (1/2)	based on 412/499 ORFs	1;10239;2731341;2731360;2731618;2731619;28883;2100420;2100421	1.00;0.37;0.37;0.37;0.37;0.37;0.37;0.35;0.35	Viruses: 0.37	Uroviricota: 0.37	Caudoviricetes: 0.37	Caudovirales: 0.37	NA	NA	uncultured Caudovirales phage: 0.35
9m_50.fa	taxid assigned (2/2)	based on 412/499 ORFs	1;131567;2	1.00;0.48;0.47	Bacteria: 0.47	no support	no support	no support	no support	no support	no support
9m_51.fa	taxid assigned	based on 5953/6358 ORFs	1;131567;2;1224;28216;80840;119060	1.00;0.97;0.96;0.80;0.63;0.35;0.31	Bacteria: 0.96	Proteobacteria: 0.80	Betaproteobacteria: 0.63	Burkholderiales: 0.35	Burkholderiaceae: 0.31	no support	no support
9m_52.fa	taxid assigned	based on 2856/2908 ORFs	1;131567;2;1224;28216;80840;80864;52972;2638319;1869339	1.00;0.98;0.98;0.84;0.69;0.55;0.48;0.39;0.36;0.33	Bacteria: 0.98	Proteobacteria: 0.84	Betaproteobacteria: 0.69	Burkholderiales: 0.55	Comamonadaceae: 0.48	Polaromonas: 0.39	Polaromonas sp.: 0.33
9m_53.fa	taxid assigned (1/2)	based on 773/1079 ORFs	1;10239;2731341;2731360;2731618;2731619;28883;2100420;2100421	1.00;0.35;0.35;0.35;0.35;0.35;0.35;0.33;0.33	Viruses: 0.35	Uroviricota: 0.35	Caudoviricetes: 0.35	Caudovirales: 0.35	NA	NA	uncultured Caudovirales phage: 0.33
9m_53.fa	taxid assigned (2/2)	based on 773/1079 ORFs	1;131567;2	1.00;0.52;0.52	Bacteria: 0.52	no support	no support	no support	no support	no support	no support
9m_54.fa	taxid assigned	based on 6760/7422 ORFs	1;131567;2;1783257;74201	1.00;1.00;0.99;0.88;0.87	Bacteria: 0.99	Verrucomicrobia: 0.87	no support	no support	no support	no support	no support
9m_55.fa	taxid assigned	based on 675/966 ORFs	1;131567;2	1.00;0.99;0.98	Bacteria: 0.98	no support	no support	no support	no support	no support	no support
9m_56.fa	taxid assigned	based on 341/602 ORFs	1;131567;2	1.00;0.96;0.92	Bacteria: 0.92	no support	no support	no support	no support	no support	no support
9m_57.fa	taxid assigned	based on 118/126 ORFs	1;131567;2;1783272;201174;1760;52018;1883427	1.00;1.00;1.00;0.97;0.95;0.95;0.91;0.91	Bacteria: 1.00	Actinobacteria: 0.95	Actinomycetia: 0.95	NA	NA	NA	Actinobacteria bacterium: 0.91
