n_contigs	contig_bp	gap_pct	ctg_N50	ctg_L50	ctg_N90	ctg_L90	ctg_max	gc_avg	gc_std	filename
5	5731	0.000	3	1151	5	1043	1227	0.63863	0.04436	/srv/beegfs/scratch/users/s/saini7/MS2/LC_competitive_binning_bins/ALL_C_BINS/13m_Bin_203-contigs.fa
104	163805	0.000	37	1515	89	1071	4799	0.37410	0.05801	/srv/beegfs/scratch/users/s/saini7/MS2/LC_competitive_binning_bins/ALL_C_BINS/13m_Bin_204-contigs.fa
337	3128786	0.000	25	25796	180	3406	158035	0.42929	0.03726	/srv/beegfs/scratch/users/s/saini7/MS2/LC_competitive_binning_bins/ALL_C_BINS/13m_Bin_205-contigs.fa
261	547539	0.000	65	2143	211	1133	15892	0.62527	0.06501	/srv/beegfs/scratch/users/s/saini7/MS2/LC_competitive_binning_bins/ALL_C_BINS/13m_Bin_206-contigs.fa
782	1379057	0.000	272	1843	655	1142	4766	0.47478	0.01874	/srv/beegfs/scratch/users/s/saini7/MS2/LC_competitive_binning_bins/ALL_C_BINS/13m_Bin_207-contigs.fa
429	888800	0.000	138	2271	351	1253	9593	0.42919	0.02601	/srv/beegfs/scratch/users/s/saini7/MS2/LC_competitive_binning_bins/ALL_C_BINS/13m_Bin_208-contigs.fa
1275	19561364	0.000	258	21882	860	7191	125257	0.71388	0.03161	/srv/beegfs/scratch/users/s/saini7/MS2/LC_competitive_binning_bins/ALL_C_BINS/13m_Bin_209-contigs.fa
421	3337025	0.000	58	15108	259	3102	87268	0.34266	0.04559	/srv/beegfs/scratch/users/s/saini7/MS2/LC_competitive_binning_bins/ALL_C_BINS/13m_Bin_20-contigs.fa
5	20278	0.000	2	5488	4	2677	7364	0.54838	0.02709	/srv/beegfs/scratch/users/s/saini7/MS2/LC_competitive_binning_bins/ALL_C_BINS/13m_Bin_210-contigs.fa
534	822343	0.000	191	1477	455	1067	34527	0.60255	0.02459	/srv/beegfs/scratch/users/s/saini7/MS2/LC_competitive_binning_bins/ALL_C_BINS/13m_Bin_211-contigs.fa
4	6847	0.000	2	1872	4	1120	2285	0.39945	0.02081	/srv/beegfs/scratch/users/s/saini7/MS2/LC_competitive_binning_bins/ALL_C_BINS/13m_Bin_212-contigs.fa
789	3828711	0.000	88	9044	509	1827	78384	0.38208	0.03651	/srv/beegfs/scratch/users/s/saini7/MS2/LC_competitive_binning_bins/ALL_C_BINS/13m_Bin_213-contigs.fa
302	1714061	0.000	47	9725	194	2319	65853	0.53580	0.02197	/srv/beegfs/scratch/users/s/saini7/MS2/LC_competitive_binning_bins/ALL_C_BINS/13m_Bin_214-contigs.fa
3	3387	0.000	2	1117	3	1026	1244	0.67789	0.05089	/srv/beegfs/scratch/users/s/saini7/MS2/LC_competitive_binning_bins/ALL_C_BINS/13m_Bin_215-contigs.fa
100	198378	0.000	30	1958	82	1171	11421	0.66075	0.04662	/srv/beegfs/scratch/users/s/saini7/MS2/LC_competitive_binning_bins/ALL_C_BINS/13m_Bin_216-contigs.fa
1736	4041290	0.000	493	2580	1387	1296	15061	0.43377	0.02830	/srv/beegfs/scratch/users/s/saini7/MS2/LC_competitive_binning_bins/ALL_C_BINS/13m_Bin_217-contigs.fa
23	41685	0.000	8	2014	19	1074	4521	0.55658	0.03716	/srv/beegfs/scratch/users/s/saini7/MS2/LC_competitive_binning_bins/ALL_C_BINS/13m_Bin_218-contigs.fa
59	72281	0.000	26	1209	52	1021	1961	0.54086	0.03759	/srv/beegfs/scratch/users/s/saini7/MS2/LC_competitive_binning_bins/ALL_C_BINS/13m_Bin_219-contigs.fa
1	2226	0.000	1	2226	1	2226	2226	0.48832	0.00000	/srv/beegfs/scratch/users/s/saini7/MS2/LC_competitive_binning_bins/ALL_C_BINS/13m_Bin_21-contigs.fa
584	21673479	0.000	77	74233	331	15322	367973	0.33724	0.02503	/srv/beegfs/scratch/users/s/saini7/MS2/LC_competitive_binning_bins/ALL_C_BINS/13m_Bin_220-contigs.fa
2	2793	0.000	1	1768	2	1025	1768	0.46760	0.02075	/srv/beegfs/scratch/users/s/saini7/MS2/LC_competitive_binning_bins/ALL_C_BINS/13m_Bin_221-contigs.fa
78	338536	0.000	8	7654	52	1605	46592	0.47566	0.05770	/srv/beegfs/scratch/users/s/saini7/MS2/LC_competitive_binning_bins/ALL_C_BINS/13m_Bin_222-contigs.fa
9	27537	0.000	2	3029	7	1445	13362	0.47031	0.02941	/srv/beegfs/scratch/users/s/saini7/MS2/LC_competitive_binning_bins/ALL_C_BINS/13m_Bin_223-contigs.fa
21	28048	0.000	9	1199	19	1041	3806	0.37953	0.04508	/srv/beegfs/scratch/users/s/saini7/MS2/LC_competitive_binning_bins/ALL_C_BINS/13m_Bin_224-contigs.fa
24	35231	0.000	10	1434	21	1092	2440	0.38094	0.07180	/srv/beegfs/scratch/users/s/saini7/MS2/LC_competitive_binning_bins/ALL_C_BINS/13m_Bin_225-contigs.fa
313	5134894	0.000	20	47767	142	5818	343103	0.34325	0.01700	/srv/beegfs/scratch/users/s/saini7/MS2/LC_competitive_binning_bins/ALL_C_BINS/13m_Bin_226-contigs.fa
116	456418	0.000	21	5811	82	1616	28053	0.34826	0.04264	/srv/beegfs/scratch/users/s/saini7/MS2/LC_competitive_binning_bins/ALL_C_BINS/13m_Bin_227-contigs.fa
362	2677248	0.000	42	15571	208	2676	89033	0.35501	0.02491	/srv/beegfs/scratch/users/s/saini7/MS2/LC_competitive_binning_bins/ALL_C_BINS/13m_Bin_228-contigs.fa
11	14994	0.000	5	1241	10	1040	3266	0.29819	0.06783	/srv/beegfs/scratch/users/s/saini7/MS2/LC_competitive_binning_bins/ALL_C_BINS/13m_Bin_229-contigs.fa
2	2389	0.000	1	1255	2	1134	1255	0.43826	0.02775	/srv/beegfs/scratch/users/s/saini7/MS2/LC_competitive_binning_bins/ALL_C_BINS/13m_Bin_22-contigs.fa
5	37025	0.000	1	24376	3	1932	24376	0.42158	0.02809	/srv/beegfs/scratch/users/s/saini7/MS2/LC_competitive_binning_bins/ALL_C_BINS/13m_Bin_230-contigs.fa
2	2997	0.000	1	1706	2	1291	1706	0.57224	0.00800	/srv/beegfs/scratch/users/s/saini7/MS2/LC_competitive_binning_bins/ALL_C_BINS/13m_Bin_231-contigs.fa
503	1390163	0.000	121	3077	386	1408	18729	0.29796	0.02787	/srv/beegfs/scratch/users/s/saini7/MS2/LC_competitive_binning_bins/ALL_C_BINS/13m_Bin_232-contigs.fa
21	206058	0.000	5	15558	13	5182	43716	0.39784	0.01894	/srv/beegfs/scratch/users/s/saini7/MS2/LC_competitive_binning_bins/ALL_C_BINS/13m_Bin_233-contigs.fa
7	24593	0.000	3	4269	6	1658	7911	0.40886	0.02364	/srv/beegfs/scratch/users/s/saini7/MS2/LC_competitive_binning_bins/ALL_C_BINS/13m_Bin_234-contigs.fa
515	2945158	0.000	89	9174	328	2400	47637	0.50178	0.05168	/srv/beegfs/scratch/users/s/saini7/MS2/LC_competitive_binning_bins/ALL_C_BINS/13m_Bin_235-contigs.fa
1357	2973169	0.000	400	2407	1091	1239	15386	0.35749	0.02705	/srv/beegfs/scratch/users/s/saini7/MS2/LC_competitive_binning_bins/ALL_C_BINS/13m_Bin_236-contigs.fa
45	76828	0.000	16	1929	38	1116	4502	0.53004	0.06219	/srv/beegfs/scratch/users/s/saini7/MS2/LC_competitive_binning_bins/ALL_C_BINS/13m_Bin_237-contigs.fa
709	3880636	0.000	93	11202	442	2057	55172	0.39806	0.03642	/srv/beegfs/scratch/users/s/saini7/MS2/LC_competitive_binning_bins/ALL_C_BINS/13m_Bin_238-contigs.fa
3189	5787080	0.000	1091	1914	2656	1161	7643	0.43195	0.03495	/srv/beegfs/scratch/users/s/saini7/MS2/LC_competitive_binning_bins/ALL_C_BINS/13m_Bin_239-contigs.fa
97	638428	0.000	15	13283	59	2574	42768	0.28048	0.03157	/srv/beegfs/scratch/users/s/saini7/MS2/LC_competitive_binning_bins/ALL_C_BINS/13m_Bin_23-contigs.fa
3377	4700119	0.000	1342	1359	2930	1058	4390	0.34426	0.02923	/srv/beegfs/scratch/users/s/saini7/MS2/LC_competitive_binning_bins/ALL_C_BINS/13m_Bin_240-contigs.fa
424	5975753	0.000	44	29123	246	5704	243068	0.47718	0.03103	/srv/beegfs/scratch/users/s/saini7/MS2/LC_competitive_binning_bins/ALL_C_BINS/13m_Bin_241-contigs.fa
145	254484	0.000	51	1756	122	1179	5404	0.46412	0.01984	/srv/beegfs/scratch/users/s/saini7/MS2/LC_competitive_binning_bins/ALL_C_BINS/13m_Bin_242-contigs.fa
38143	51347689	0.000	15395	1304	33171	1047	5664	0.35663	0.04470	/srv/beegfs/scratch/users/s/saini7/MS2/LC_competitive_binning_bins/ALL_C_BINS/13m_Bin_243-contigs.fa
725	2664940	0.000	182	4512	549	1879	23807	0.58563	0.03039	/srv/beegfs/scratch/users/s/saini7/MS2/LC_competitive_binning_bins/ALL_C_BINS/13m_Bin_244-contigs.fa
838	3245704	0.000	155	5630	589	1650	43467	0.52475	0.02531	/srv/beegfs/scratch/users/s/saini7/MS2/LC_competitive_binning_bins/ALL_C_BINS/13m_Bin_245-contigs.fa
1	1342	0.000	1	1342	1	1342	1342	0.52534	0.00000	/srv/beegfs/scratch/users/s/saini7/MS2/LC_competitive_binning_bins/ALL_C_BINS/13m_Bin_246-contigs.fa
45	66927	0.000	17	1439	39	1076	3884	0.45454	0.04371	/srv/beegfs/scratch/users/s/saini7/MS2/LC_competitive_binning_bins/ALL_C_BINS/13m_Bin_247-contigs.fa
2165	4242121	0.000	676	2091	1773	1167	15937	0.45923	0.01833	/srv/beegfs/scratch/users/s/saini7/MS2/LC_competitive_binning_bins/ALL_C_BINS/13m_Bin_248-contigs.fa
1342	3238786	0.000	326	2705	1050	1229	22418	0.38958	0.04790	/srv/beegfs/scratch/users/s/saini7/MS2/LC_competitive_binning_bins/ALL_C_BINS/13m_Bin_249-contigs.fa
475	1369216	0.000	129	3449	367	1510	18347	0.32474	0.03326	/srv/beegfs/scratch/users/s/saini7/MS2/LC_competitive_binning_bins/ALL_C_BINS/13m_Bin_24-contigs.fa
6	17820	0.000	2	3611	5	1713	5381	0.33210	0.01238	/srv/beegfs/scratch/users/s/saini7/MS2/LC_competitive_binning_bins/ALL_C_BINS/13m_Bin_250-contigs.fa
284	3275726	0.000	47	22148	164	4940	90936	0.64020	0.03267	/srv/beegfs/scratch/users/s/saini7/MS2/LC_competitive_binning_bins/ALL_C_BINS/13m_Bin_251-contigs.fa
862	3149764	0.000	196	4569	639	1790	31039	0.43398	0.03420	/srv/beegfs/scratch/users/s/saini7/MS2/LC_competitive_binning_bins/ALL_C_BINS/13m_Bin_252-contigs.fa
815	1569920	0.000	263	2046	674	1183	9915	0.60770	0.02720	/srv/beegfs/scratch/users/s/saini7/MS2/LC_competitive_binning_bins/ALL_C_BINS/13m_Bin_25-contigs.fa
225	631357	0.000	43	3187	170	1261	26969	0.46672	0.05566	/srv/beegfs/scratch/users/s/saini7/MS2/LC_competitive_binning_bins/ALL_C_BINS/13m_Bin_26-contigs.fa
130	474745	0.000	33	4399	97	1987	19554	0.21537	0.03245	/srv/beegfs/scratch/users/s/saini7/MS2/LC_competitive_binning_bins/ALL_C_BINS/13m_Bin_27-contigs.fa
103	457963	0.000	28	6303	75	2032	16583	0.46074	0.05264	/srv/beegfs/scratch/users/s/saini7/MS2/LC_competitive_binning_bins/ALL_C_BINS/13m_Bin_28-contigs.fa
162	276528	0.000	53	1642	136	1094	5651	0.66183	0.04921	/srv/beegfs/scratch/users/s/saini7/MS2/LC_competitive_binning_bins/ALL_C_BINS/13m_Bin_29-contigs.fa
38	313713	0.000	4	26468	16	2073	51353	0.34019	0.05407	/srv/beegfs/scratch/users/s/saini7/MS2/LC_competitive_binning_bins/ALL_C_BINS/13m_Bin_2-contigs.fa
136	332549	0.000	42	2749	110	1455	7892	0.46521	0.02594	/srv/beegfs/scratch/users/s/saini7/MS2/LC_competitive_binning_bins/ALL_C_BINS/13m_Bin_30-contigs.fa
855	4420927	0.000	47	13959	510	1663	281258	0.39643	0.03489	/srv/beegfs/scratch/users/s/saini7/MS2/LC_competitive_binning_bins/ALL_C_BINS/13m_Bin_31-contigs.fa
212	2989854	0.000	27	24959	121	6587	221148	0.29068	0.03050	/srv/beegfs/scratch/users/s/saini7/MS2/LC_competitive_binning_bins/ALL_C_BINS/13m_Bin_32-contigs.fa
5	8512	0.000	2	1618	5	1013	3361	0.40836	0.00703	/srv/beegfs/scratch/users/s/saini7/MS2/LC_competitive_binning_bins/ALL_C_BINS/13m_Bin_33-contigs.fa
36	61645	0.000	13	1621	31	1193	5265	0.39070	0.02504	/srv/beegfs/scratch/users/s/saini7/MS2/LC_competitive_binning_bins/ALL_C_BINS/13m_Bin_34-contigs.fa
7930	14971360	0.000	2418	1952	6526	1137	15751	0.45605	0.04820	/srv/beegfs/scratch/users/s/saini7/MS2/LC_competitive_binning_bins/ALL_C_BINS/13m_Bin_35-contigs.fa
2	15620	0.000	1	14613	1	14613	14613	0.43291	0.05725	/srv/beegfs/scratch/users/s/saini7/MS2/LC_competitive_binning_bins/ALL_C_BINS/13m_Bin_36-contigs.fa
4	35511	0.000	1	31999	1	31999	31999	0.49683	0.07586	/srv/beegfs/scratch/users/s/saini7/MS2/LC_competitive_binning_bins/ALL_C_BINS/13m_Bin_37-contigs.fa
5	6549	0.000	3	1215	5	1028	2001	0.57520	0.04257	/srv/beegfs/scratch/users/s/saini7/MS2/LC_competitive_binning_bins/ALL_C_BINS/13m_Bin_38-contigs.fa
390	2687683	0.000	77	10257	263	3050	62203	0.56073	0.03283	/srv/beegfs/scratch/users/s/saini7/MS2/LC_competitive_binning_bins/ALL_C_BINS/13m_Bin_39-contigs.fa
269	1222412	0.000	28	5925	179	1742	85700	0.36043	0.03840	/srv/beegfs/scratch/users/s/saini7/MS2/LC_competitive_binning_bins/ALL_C_BINS/13m_Bin_3-contigs.fa
6591	9389605	0.000	2568	1393	5699	1062	6294	0.35668	0.04305	/srv/beegfs/scratch/users/s/saini7/MS2/LC_competitive_binning_bins/ALL_C_BINS/13m_Bin_40-contigs.fa
1	1784	0.000	1	1784	1	1784	1784	0.46020	0.00000	/srv/beegfs/scratch/users/s/saini7/MS2/LC_competitive_binning_bins/ALL_C_BINS/13m_Bin_41-contigs.fa
146	263125	0.000	48	1916	122	1138	6191	0.37911	0.03917	/srv/beegfs/scratch/users/s/saini7/MS2/LC_competitive_binning_bins/ALL_C_BINS/13m_Bin_42-contigs.fa
4	7140	0.000	2	2216	4	1058	2585	0.54342	0.01097	/srv/beegfs/scratch/users/s/saini7/MS2/LC_competitive_binning_bins/ALL_C_BINS/13m_Bin_43-contigs.fa
15	16586	0.000	8	1084	14	1016	1272	0.34831	0.01620	/srv/beegfs/scratch/users/s/saini7/MS2/LC_competitive_binning_bins/ALL_C_BINS/13m_Bin_44-contigs.fa
159	337320	0.000	46	2226	129	1200	9386	0.51354	0.03347	/srv/beegfs/scratch/users/s/saini7/MS2/LC_competitive_binning_bins/ALL_C_BINS/13m_Bin_45-contigs.fa
1	2308	0.000	1	2308	1	2308	2308	0.44541	0.00000	/srv/beegfs/scratch/users/s/saini7/MS2/LC_competitive_binning_bins/ALL_C_BINS/13m_Bin_46-contigs.fa
34	68392	0.000	9	1936	28	1139	11704	0.44507	0.08983	/srv/beegfs/scratch/users/s/saini7/MS2/LC_competitive_binning_bins/ALL_C_BINS/13m_Bin_47-contigs.fa
404	4703899	0.000	64	20548	248	4910	83804	0.48068	0.03080	/srv/beegfs/scratch/users/s/saini7/MS2/LC_competitive_binning_bins/ALL_C_BINS/13m_Bin_48-contigs.fa
110	144102	0.000	45	1270	96	1027	3019	0.51588	0.02977	/srv/beegfs/scratch/users/s/saini7/MS2/LC_competitive_binning_bins/ALL_C_BINS/13m_Bin_49-contigs.fa
5	17544	0.000	2	4059	4	2500	6280	0.40749	0.00933	/srv/beegfs/scratch/users/s/saini7/MS2/LC_competitive_binning_bins/ALL_C_BINS/13m_Bin_4-contigs.fa
108	443625	0.000	27	5406	79	1924	19118	0.41182	0.03634	/srv/beegfs/scratch/users/s/saini7/MS2/LC_competitive_binning_bins/ALL_C_BINS/13m_Bin_50-contigs.fa
1742	6654640	0.000	426	4566	1304	1961	45776	0.63351	0.02596	/srv/beegfs/scratch/users/s/saini7/MS2/LC_competitive_binning_bins/ALL_C_BINS/13m_Bin_51-contigs.fa
1377	2439078	0.000	450	1846	1149	1123	7269	0.59770	0.04838	/srv/beegfs/scratch/users/s/saini7/MS2/LC_competitive_binning_bins/ALL_C_BINS/13m_Bin_52-contigs.fa
365	781897	0.000	91	2424	293	1147	20716	0.52859	0.06141	/srv/beegfs/scratch/users/s/saini7/MS2/LC_competitive_binning_bins/ALL_C_BINS/13m_Bin_53-contigs.fa
6802	11060880	0.000	2379	1614	5751	1094	12557	0.59542	0.04319	/srv/beegfs/scratch/users/s/saini7/MS2/LC_competitive_binning_bins/ALL_C_BINS/13m_Bin_54-contigs.fa
2	2851	0.000	1	1829	2	1022	1829	0.42371	0.00475	/srv/beegfs/scratch/users/s/saini7/MS2/LC_competitive_binning_bins/ALL_C_BINS/13m_Bin_55-contigs.fa
54	171338	0.000	3	9020	39	1316	51784	0.68668	0.06977	/srv/beegfs/scratch/users/s/saini7/MS2/LC_competitive_binning_bins/ALL_C_BINS/13m_Bin_56-contigs.fa
3	5230	0.000	1	2638	3	1158	2638	0.42314	0.01597	/srv/beegfs/scratch/users/s/saini7/MS2/LC_competitive_binning_bins/ALL_C_BINS/13m_Bin_57-contigs.fa
13	14634	0.000	7	1099	12	1025	1379	0.44349	0.04652	/srv/beegfs/scratch/users/s/saini7/MS2/LC_competitive_binning_bins/ALL_C_BINS/13m_Bin_58-contigs.fa
716	2585583	0.000	133	5202	508	1499	35851	0.37617	0.02164	/srv/beegfs/scratch/users/s/saini7/MS2/LC_competitive_binning_bins/ALL_C_BINS/13m_Bin_59-contigs.fa
2628	3930570	0.000	980	1474	2251	1073	8163	0.74824	0.03757	/srv/beegfs/scratch/users/s/saini7/MS2/LC_competitive_binning_bins/ALL_C_BINS/13m_Bin_5-contigs.fa
2887	6015935	0.000	817	2231	2331	1170	17147	0.49887	0.03426	/srv/beegfs/scratch/users/s/saini7/MS2/LC_competitive_binning_bins/ALL_C_BINS/13m_Bin_60-contigs.fa
40	70605	0.000	13	1888	35	1103	4496	0.45633	0.08693	/srv/beegfs/scratch/users/s/saini7/MS2/LC_competitive_binning_bins/ALL_C_BINS/13m_Bin_61-contigs.fa
926	1440668	0.000	336	1519	788	1086	5490	0.65840	0.03057	/srv/beegfs/scratch/users/s/saini7/MS2/LC_competitive_binning_bins/ALL_C_BINS/13m_Bin_62-contigs.fa
382	572743	0.000	143	1473	327	1077	3739	0.34167	0.02279	/srv/beegfs/scratch/users/s/saini7/MS2/LC_competitive_binning_bins/ALL_C_BINS/13m_Bin_63-contigs.fa
16	24045	0.000	6	1528	14	1075	2644	0.58440	0.04294	/srv/beegfs/scratch/users/s/saini7/MS2/LC_competitive_binning_bins/ALL_C_BINS/13m_Bin_64-contigs.fa
64	312493	0.000	15	6755	46	2335	19043	0.43042	0.02102	/srv/beegfs/scratch/users/s/saini7/MS2/LC_competitive_binning_bins/ALL_C_BINS/13m_Bin_65-contigs.fa
406	1674986	0.000	76	5834	285	1805	28748	0.49885	0.02970	/srv/beegfs/scratch/users/s/saini7/MS2/LC_competitive_binning_bins/ALL_C_BINS/13m_Bin_66-contigs.fa
2	2209	0.000	1	1157	2	1052	1157	0.45948	0.04750	/srv/beegfs/scratch/users/s/saini7/MS2/LC_competitive_binning_bins/ALL_C_BINS/13m_Bin_67-contigs.fa
22	39094	0.000	9	1816	19	1202	3106	0.41697	0.04015	/srv/beegfs/scratch/users/s/saini7/MS2/LC_competitive_binning_bins/ALL_C_BINS/13m_Bin_68-contigs.fa
1	1446	0.000	1	1446	1	1446	1446	0.39834	0.00000	/srv/beegfs/scratch/users/s/saini7/MS2/LC_competitive_binning_bins/ALL_C_BINS/13m_Bin_69-contigs.fa
141	657458	0.000	14	9450	89	1699	49219	0.46743	0.05288	/srv/beegfs/scratch/users/s/saini7/MS2/LC_competitive_binning_bins/ALL_C_BINS/13m_Bin_6-contigs.fa
1176	3044204	0.000	318	3023	921	1393	19760	0.53789	0.02683	/srv/beegfs/scratch/users/s/saini7/MS2/LC_competitive_binning_bins/ALL_C_BINS/13m_Bin_70-contigs.fa
13	17199	0.000	6	1339	12	1055	1764	0.40107	0.04262	/srv/beegfs/scratch/users/s/saini7/MS2/LC_competitive_binning_bins/ALL_C_BINS/13m_Bin_71-contigs.fa
79	418088	0.000	19	7456	56	2609	17704	0.37983	0.02905	/srv/beegfs/scratch/users/s/saini7/MS2/LC_competitive_binning_bins/ALL_C_BINS/13m_Bin_72-contigs.fa
1812	16815534	0.000	339	12878	1278	4172	165375	0.45878	0.02052	/srv/beegfs/scratch/users/s/saini7/MS2/LC_competitive_binning_bins/ALL_C_BINS/13m_Bin_73-contigs.fa
27	43236	0.000	9	1594	23	1082	4339	0.70414	0.05020	/srv/beegfs/scratch/users/s/saini7/MS2/LC_competitive_binning_bins/ALL_C_BINS/13m_Bin_74-contigs.fa
10	16791	0.000	3	1509	9	1025	4317	0.41058	0.03702	/srv/beegfs/scratch/users/s/saini7/MS2/LC_competitive_binning_bins/ALL_C_BINS/13m_Bin_75-contigs.fa
72	242367	0.000	12	4639	53	1377	19090	0.46687	0.02910	/srv/beegfs/scratch/users/s/saini7/MS2/LC_competitive_binning_bins/ALL_C_BINS/13m_Bin_76-contigs.fa
1159	3683874	0.000	309	3689	890	1702	26848	0.42548	0.03074	/srv/beegfs/scratch/users/s/saini7/MS2/LC_competitive_binning_bins/ALL_C_BINS/13m_Bin_77-contigs.fa
3	6640	0.000	1	3367	3	1317	3367	0.27184	0.04390	/srv/beegfs/scratch/users/s/saini7/MS2/LC_competitive_binning_bins/ALL_C_BINS/13m_Bin_78-contigs.fa
649	15779851	0.000	108	39338	411	10112	281663	0.36259	0.03053	/srv/beegfs/scratch/users/s/saini7/MS2/LC_competitive_binning_bins/ALL_C_BINS/13m_Bin_79-contigs.fa
310	456579	0.000	116	1399	268	1062	4122	0.57762	0.03379	/srv/beegfs/scratch/users/s/saini7/MS2/LC_competitive_binning_bins/ALL_C_BINS/13m_Bin_7-contigs.fa
13	24694	0.000	3	2113	11	1061	7090	0.45222	0.05546	/srv/beegfs/scratch/users/s/saini7/MS2/LC_competitive_binning_bins/ALL_C_BINS/13m_Bin_80-contigs.fa
862	1783215	0.000	246	2061	701	1199	42519	0.59799	0.05479	/srv/beegfs/scratch/users/s/saini7/MS2/LC_competitive_binning_bins/ALL_C_BINS/13m_Bin_81-contigs.fa
1	1016	0.000	1	1016	1	1016	1016	0.31988	0.00000	/srv/beegfs/scratch/users/s/saini7/MS2/LC_competitive_binning_bins/ALL_C_BINS/13m_Bin_82-contigs.fa
428	1920739	0.000	99	6046	303	2111	25060	0.52533	0.04678	/srv/beegfs/scratch/users/s/saini7/MS2/LC_competitive_binning_bins/ALL_C_BINS/13m_Bin_83-contigs.fa
1024	1590715	0.000	362	1494	872	1088	27356	0.39262	0.04459	/srv/beegfs/scratch/users/s/saini7/MS2/LC_competitive_binning_bins/ALL_C_BINS/13m_Bin_84-contigs.fa
1509	3163524	0.000	494	2235	1233	1278	9246	0.39733	0.02162	/srv/beegfs/scratch/users/s/saini7/MS2/LC_competitive_binning_bins/ALL_C_BINS/13m_Bin_85-contigs.fa
164	1148554	0.000	16	17708	92	2480	95483	0.31908	0.03005	/srv/beegfs/scratch/users/s/saini7/MS2/LC_competitive_binning_bins/ALL_C_BINS/13m_Bin_86-contigs.fa
4840	9388256	0.000	1439	2056	3962	1141	15616	0.34394	0.03977	/srv/beegfs/scratch/users/s/saini7/MS2/LC_competitive_binning_bins/ALL_C_BINS/13m_Bin_87-contigs.fa
1873	2856457	0.000	664	1452	1599	1064	10342	0.36313	0.04006	/srv/beegfs/scratch/users/s/saini7/MS2/LC_competitive_binning_bins/ALL_C_BINS/13m_Bin_88-contigs.fa
795	14770328	0.000	122	30314	514	7563	187892	0.41009	0.02072	/srv/beegfs/scratch/users/s/saini7/MS2/LC_competitive_binning_bins/ALL_C_BINS/13m_Bin_89-contigs.fa
217	296531	0.000	87	1306	188	1049	5057	0.46249	0.04447	/srv/beegfs/scratch/users/s/saini7/MS2/LC_competitive_binning_bins/ALL_C_BINS/13m_Bin_8-contigs.fa
405	703127	0.000	137	1782	339	1117	7220	0.67896	0.05189	/srv/beegfs/scratch/users/s/saini7/MS2/LC_competitive_binning_bins/ALL_C_BINS/13m_Bin_90-contigs.fa
459	813520	0.000	140	1737	381	1097	14536	0.27784	0.05348	/srv/beegfs/scratch/users/s/saini7/MS2/LC_competitive_binning_bins/ALL_C_BINS/13m_Bin_91-contigs.fa
495	955453	0.000	134	1998	404	1104	20376	0.28714	0.04693	/srv/beegfs/scratch/users/s/saini7/MS2/LC_competitive_binning_bins/ALL_C_BINS/13m_Bin_92-contigs.fa
163	351244	0.000	37	2143	130	1128	22873	0.49404	0.05972	/srv/beegfs/scratch/users/s/saini7/MS2/LC_competitive_binning_bins/ALL_C_BINS/13m_Bin_93-contigs.fa
139	420472	0.000	32	3854	105	1509	16779	0.49526	0.03450	/srv/beegfs/scratch/users/s/saini7/MS2/LC_competitive_binning_bins/ALL_C_BINS/13m_Bin_94-contigs.fa
615	1197356	0.000	192	2059	505	1158	9766	0.56178	0.02623	/srv/beegfs/scratch/users/s/saini7/MS2/LC_competitive_binning_bins/ALL_C_BINS/13m_Bin_95-contigs.fa
1	2446	0.000	1	2446	1	2446	2446	0.41047	0.00000	/srv/beegfs/scratch/users/s/saini7/MS2/LC_competitive_binning_bins/ALL_C_BINS/13m_Bin_96-contigs.fa
2	3563	0.000	1	2073	2	1490	2073	0.53999	0.00675	/srv/beegfs/scratch/users/s/saini7/MS2/LC_competitive_binning_bins/ALL_C_BINS/13m_Bin_97-contigs.fa
5764	8490599	0.000	2205	1452	4947	1073	6205	0.34551	0.02905	/srv/beegfs/scratch/users/s/saini7/MS2/LC_competitive_binning_bins/ALL_C_BINS/13m_Bin_98-contigs.fa
11	43604	0.000	1	28392	7	1153	28392	0.36357	0.09907	/srv/beegfs/scratch/users/s/saini7/MS2/LC_competitive_binning_bins/ALL_C_BINS/13m_Bin_99-contigs.fa
125	282468	0.000	33	2613	99	1150	11859	0.40849	0.04930	/srv/beegfs/scratch/users/s/saini7/MS2/LC_competitive_binning_bins/ALL_C_BINS/13m_Bin_9-contigs.fa
139	297026	0.000	37	2094	111	1130	15093	0.44339	0.03790	/srv/beegfs/scratch/users/s/saini7/MS2/LC_competitive_binning_bins/ALL_C_BINS/15_5m_Bin_0-contigs.fa
501	1311034	0.000	147	3002	395	1475	9445	0.41508	0.02594	/srv/beegfs/scratch/users/s/saini7/MS2/LC_competitive_binning_bins/ALL_C_BINS/15_5m_Bin_100-contigs.fa
655	2280721	0.000	163	4479	488	1717	26368	0.52545	0.02182	/srv/beegfs/scratch/users/s/saini7/MS2/LC_competitive_binning_bins/ALL_C_BINS/15_5m_Bin_101-contigs.fa
585	1335362	0.000	159	2415	465	1236	18802	0.28839	0.03257	/srv/beegfs/scratch/users/s/saini7/MS2/LC_competitive_binning_bins/ALL_C_BINS/15_5m_Bin_102-contigs.fa
90	162268	0.000	28	1891	76	1093	5853	0.31647	0.03344	/srv/beegfs/scratch/users/s/saini7/MS2/LC_competitive_binning_bins/ALL_C_BINS/15_5m_Bin_103-contigs.fa
