# bin	classification	reason	lineage	lineage scores	superkingdom	phylum	class	order	family	genus	species
15mm_34.fa	taxid assigned	based on 284/301 ORFs	1;131567;2;1224;1236;135613;1046;1047;61644	1.00;1.00;1.00;0.94;0.92;0.92;0.92;0.90;0.85	Bacteria: 1.00	Proteobacteria: 0.94	Gammaproteobacteria: 0.92	Chromatiales: 0.92	Chromatiaceae: 0.92	Chromatium: 0.90	Chromatium okenii: 0.85
15mm_35.fa	taxid assigned	based on 7410/8077 ORFs	1;131567;2;1224;68525;28221;122706;2026735	1.00;1.00;0.99;0.83;0.71;0.71;0.56;0.56	Bacteria: 0.99	Proteobacteria: 0.83	Deltaproteobacteria: 0.71	NA	NA	NA	Deltaproteobacteria bacterium: 0.56
15mm_37.fa	taxid assigned	based on 5588/6816 ORFs	1;131567;2;1783272	1.00;0.81;0.76;0.30	Bacteria: 0.76	no support	no support	no support	no support	no support	no support
15mm_38.fa	taxid assigned	based on 4498/5541 ORFs	1;131567;2;1783270;68336;976;37452;1898104	1.00;0.99;0.98;0.85;0.85;0.82;0.58;0.57	Bacteria: 0.98	Bacteroidetes: 0.82	NA	NA	NA	NA	Bacteroidetes bacterium: 0.57
15mm_39.fa	taxid assigned	based on 778/1681 ORFs	1;131567;2	1.00;0.98;0.59	Bacteria: 0.59	no support	no support	no support	no support	no support	no support
15mm_40.fa	taxid assigned	based on 1364/1582 ORFs	1;131567;2	1.00;0.98;0.88	Bacteria: 0.88	no support	no support	no support	no support	no support	no support
15mm_41.fa	taxid assigned	based on 3018/3197 ORFs	1;131567;2;1224;68525;28221;213118;213121;231686;2053307	1.00;1.00;1.00;0.82;0.67;0.67;0.62;0.61;0.59;0.59	Bacteria: 1.00	Proteobacteria: 0.82	Deltaproteobacteria: 0.67	Desulfobacterales: 0.62	Desulfobulbaceae: 0.61	NA	Desulfobulbaceae bacterium: 0.59
15mm_42.fa	taxid assigned	based on 6331/6646 ORFs	1;131567;2;1224;68525;28221;213118;213121;231686;2053307	1.00;1.00;1.00;0.85;0.44;0.44;0.40;0.37;0.33;0.31	Bacteria: 1.00	Proteobacteria: 0.85	Deltaproteobacteria: 0.44	Desulfobacterales: 0.40	Desulfobulbaceae: 0.37	NA	Desulfobulbaceae bacterium: 0.31
15mm_44.fa	taxid assigned (1/2)	based on 1411/5406 ORFs	1;131567;2759	1.00;0.98;0.45	Eukaryota: 0.45	no support	no support	no support	no support	no support	no support
15mm_44.fa	taxid assigned (2/2)	based on 1411/5406 ORFs	1;131567;2	1.00;0.98;0.48	Bacteria: 0.48	no support	no support	no support	no support	no support	no support
15mm_45.fa	taxid assigned	based on 4596/5161 ORFs	1;131567;2;1783257;203682;473814;2026780	1.00;1.00;1.00;0.90;0.89;0.60;0.60	Bacteria: 1.00	Planctomycetes: 0.89	NA	NA	NA	NA	Planctomycetes bacterium: 0.60
15mm_47.fa	taxid assigned	based on 262/421 ORFs	1;131567;2	1.00;0.80;0.80	Bacteria: 0.80	no support	no support	no support	no support	no support	no support
15mm_5.fa	taxid assigned	based on 685/730 ORFs	1;131567;2;1224;28211	1.00;0.93;0.92;0.65;0.44	Bacteria: 0.92	Proteobacteria: 0.65	Alphaproteobacteria: 0.44	no support	no support	no support	no support
15mm_50.fa	taxid assigned	based on 1598/2729 ORFs	1;131567;2	1.00;0.69;0.66	Bacteria: 0.66	no support	no support	no support	no support	no support	no support
15mm_51.fa	taxid assigned	based on 6556/7026 ORFs	1;131567;2;1783270;68336;976	1.00;1.00;0.98;0.71;0.71;0.69	Bacteria: 0.98	Bacteroidetes: 0.69	no support	no support	no support	no support	no support
15mm_52.fa	taxid assigned	based on 4453/5793 ORFs	1;131567;2	1.00;0.52;0.47	Bacteria: 0.47	no support	no support	no support	no support	no support	no support
15mm_54.fa	taxid assigned	based on 10897/16793 ORFs	1;131567;2;1783270;68336	1.00;0.82;0.73;0.30;0.30	Bacteria: 0.73	no support	no support	no support	no support	no support	no support
15mm_55.fa	taxid assigned	based on 1375/1525 ORFs	1;131567;2;1224;28216;80840	1.00;0.95;0.93;0.78;0.58;0.38	Bacteria: 0.93	Proteobacteria: 0.78	Betaproteobacteria: 0.58	Burkholderiales: 0.38	no support	no support	no support
15mm_57.fa	taxid assigned (1/2)	based on 4992/5160 ORFs	1;131567;2;1224;1236;135613;1046;1047;61644	1.00;1.00;1.00;0.98;0.96;0.47;0.47;0.46;0.37	Bacteria: 1.00	Proteobacteria: 0.98	Gammaproteobacteria: 0.96	Chromatiales: 0.47	Chromatiaceae: 0.47	Chromatium: 0.46	Chromatium okenii: 0.37
15mm_57.fa	taxid assigned (2/2)	based on 4992/5160 ORFs	1;131567;2;1224;1236;135618;2202198;2304002	1.00;1.00;1.00;0.98;0.96;0.47;0.31;0.31	Bacteria: 1.00	Proteobacteria: 0.98	Gammaproteobacteria: 0.96	Methylococcales: 0.47	NA	NA	Methylococcales bacterium: 0.31
15mm_58.fa	taxid assigned	based on 452/602 ORFs	1;131567;2;1783272;200795	1.00;0.94;0.90;0.46;0.41	Bacteria: 0.90	Chloroflexi: 0.41	no support	no support	no support	no support	no support
15mm_6.fa	taxid assigned	based on 710/763 ORFs	1;131567;2;1783270;68336;976;200643;1970189;1471398	1.00;1.00;0.99;0.82;0.82;0.79;0.47;0.37;0.37	Bacteria: 0.99	Bacteroidetes: 0.79	Bacteroidia: 0.47	Marinilabiliales: 0.37	Prolixibacteraceae: 0.37	no support	no support
15mm_60.fa	taxid assigned (1/2)	based on 11038/11381 ORFs	1;131567;2;1224;1236;135613;1046;53452;61598	1.00;1.00;1.00;0.99;0.98;0.98;0.98;0.43;0.43	Bacteria: 1.00	Proteobacteria: 0.99	Gammaproteobacteria: 0.98	Chromatiales: 0.98	Chromatiaceae: 0.98	Lamprocystis: 0.43	Lamprocystis purpurea: 0.43
15mm_60.fa	taxid assigned (2/2)	based on 11038/11381 ORFs	1;131567;2;1224;1236;135613;1046;53392;1166950	1.00;1.00;1.00;0.99;0.98;0.98;0.98;0.52;0.52	Bacteria: 1.00	Proteobacteria: 0.99	Gammaproteobacteria: 0.98	Chromatiales: 0.98	Chromatiaceae: 0.98	Thiodictyon: 0.52	Candidatus Thiodictyon syntrophicum: 0.52
15mm_62.fa	taxid assigned (1/2)	based on 2142/2699 ORFs	1;10239;2731341;2731360;2731618;2731619;28883;2100420;2100421	1.00;0.46;0.45;0.45;0.45;0.45;0.45;0.41;0.41	Viruses: 0.46	Uroviricota: 0.45	Caudoviricetes: 0.45	Caudovirales: 0.45	NA	NA	uncultured Caudovirales phage: 0.41
15mm_62.fa	taxid assigned (2/2)	based on 2142/2699 ORFs	1;131567;2	1.00;0.37;0.37	Bacteria: 0.37	no support	no support	no support	no support	no support	no support
15mm_63.fa	taxid assigned	based on 83/441 ORFs	1;131567;2	1.00;0.98;0.72	Bacteria: 0.72	no support	no support	no support	no support	no support	no support
15mm_68.fa	taxid assigned	based on 351/1224 ORFs	1;131567;2759;33090;3041;2692248;3166;2812636;3042;3051;3052	1.00;0.84;0.60;0.55;0.53;0.53;0.51;0.51;0.49;0.32;0.32	Eukaryota: 0.60	Chlorophyta: 0.53	Chlorophyceae: 0.51	Chlamydomonadales: 0.49	Chlamydomonadaceae: 0.32	Chlamydomonas: 0.32	no support
15mm_7.fa	taxid assigned	based on 7581/8110 ORFs	1;131567;2;1783272;200795	1.00;1.00;0.99;0.89;0.88	Bacteria: 0.99	Chloroflexi: 0.88	no support	no support	no support	no support	no support
15mm_71.fa	taxid assigned (1/2)	based on 366/2360 ORFs	1;131567;2759	1.00;0.97;0.36	Eukaryota: 0.36	no support	no support	no support	no support	no support	no support
15mm_71.fa	taxid assigned (2/2)	based on 366/2360 ORFs	1;131567;2	1.00;0.97;0.55	Bacteria: 0.55	no support	no support	no support	no support	no support	no support
15mm_73.fa	taxid assigned	based on 263/317 ORFs	1;131567;2;1783270;68336;976	1.00;1.00;0.98;0.45;0.43;0.38	Bacteria: 0.98	Bacteroidetes: 0.38	no support	no support	no support	no support	no support
15mm_77.fa	taxid assigned (1/2)	based on 1023/5300 ORFs	1;131567;2759;3027;589342;589343;55528;55529*;905079*	1.00;0.99;0.64;0.41;0.41;0.41;0.41;0.41;0.40	Eukaryota: 0.64	NA	Cryptophyceae: 0.41	Pyrenomonadales: 0.41	Geminigeraceae: 0.41	Guillardia: 0.41	Guillardia theta*: 0.41
15mm_77.fa	taxid assigned (2/2)	based on 1023/5300 ORFs	1;131567;2	1.00;0.99;0.32	Bacteria: 0.32	no support	no support	no support	no support	no support	no support
15mm_78.fa	taxid assigned (1/2)	based on 189/212 ORFs	1;131567;2;1783257;74201	1.00;0.99;0.98;0.44;0.40	Bacteria: 0.98	Verrucomicrobia: 0.40	no support	no support	no support	no support	no support
15mm_78.fa	taxid assigned (2/2)	based on 189/212 ORFs	1;131567;2;1224	1.00;0.99;0.98;0.43	Bacteria: 0.98	Proteobacteria: 0.43	no support	no support	no support	no support	no support
15mm_79.fa	taxid assigned (1/2)	based on 6517/6767 ORFs	1;131567;2;1783270;68336;1090;191410;191411;191412;274493;1091;2685105;1095	1.00;1.00;1.00;0.95;0.95;0.95;0.94;0.94;0.94;0.84;0.44;0.44;0.44	Bacteria: 1.00	Chlorobi: 0.95	Chlorobia: 0.94	Chlorobiales: 0.94	Chlorobiaceae: 0.94	Chlorobium: 0.44	Chlorobium sp.: 0.44
15mm_79.fa	taxid assigned (2/2)	based on 6517/6767 ORFs	1;131567;2;1783270;68336;1090;191410;191411;191412;274493;1099;34090	1.00;1.00;1.00;0.95;0.95;0.95;0.94;0.94;0.94;0.84;0.35;0.35	Bacteria: 1.00	Chlorobi: 0.95	Chlorobia: 0.94	Chlorobiales: 0.94	Chlorobiaceae: 0.94	Pelodictyon: 0.35	Pelodictyon phaeoclathratiforme: 0.35
15mm_82.fa	taxid assigned	based on 104/162 ORFs	1;131567;2	1.00;0.92;0.89	Bacteria: 0.89	no support	no support	no support	no support	no support	no support
15mm_84.fa	taxid assigned (1/2)	based on 516/663 ORFs	1;10239;2731341;2731360;2731618;2731619;28883;2100420;2100421	1.00;0.35;0.34;0.34;0.34;0.34;0.34;0.31;0.31	Viruses: 0.35	Uroviricota: 0.34	Caudoviricetes: 0.34	Caudovirales: 0.34	NA	NA	uncultured Caudovirales phage: 0.31
15mm_84.fa	taxid assigned (2/2)	based on 516/663 ORFs	1;131567;2	1.00;0.45;0.45	Bacteria: 0.45	no support	no support	no support	no support	no support	no support
15mm_85.fa	taxid assigned	based on 3015/3443 ORFs	1;131567;2;1224;68525;28221	1.00;1.00;0.98;0.52;0.38;0.38	Bacteria: 0.98	Proteobacteria: 0.52	Deltaproteobacteria: 0.38	no support	no support	no support	no support
15mm_86.fa	taxid assigned	based on 2143/2205 ORFs	1;131567;2;1783270;68336;976;37452;1898104	1.00;1.00;1.00;0.98;0.98;0.97;0.66;0.55	Bacteria: 1.00	Bacteroidetes: 0.97	NA	NA	NA	NA	Bacteroidetes bacterium: 0.55
15mm_87.fa	taxid assigned	based on 704/1012 ORFs	1;131567;2	1.00;0.73;0.71	Bacteria: 0.71	no support	no support	no support	no support	no support	no support
15mm_88.fa	taxid assigned (1/2)	based on 645/1022 ORFs	1;10239;12429;2763270	1.00;0.54;0.48;0.48	Viruses: 0.54	NA	NA	NA	NA	NA	Virus NIOZ-UU159: 0.48
15mm_88.fa	taxid assigned (2/2)	based on 645/1022 ORFs	1;131567	1.00;0.31	no support	no support	no support	no support	no support	no support	no support
15mm_89.fa	taxid assigned	based on 5944/6233 ORFs	1;131567;2;1783270;68336;976;117743;200644	1.00;1.00;1.00;0.93;0.93;0.92;0.69;0.65	Bacteria: 1.00	Bacteroidetes: 0.92	Flavobacteriia: 0.69	Flavobacteriales: 0.65	no support	no support	no support
15mm_9.fa	taxid assigned	based on 3389/6985 ORFs	1;131567;2	1.00;0.78;0.70	Bacteria: 0.70	no support	no support	no support	no support	no support	no support
15mm_90.fa	taxid assigned	based on 6909/9762 ORFs	1;131567;2	1.00;0.97;0.76	Bacteria: 0.76	no support	no support	no support	no support	no support	no support
15mm_93.fa	taxid assigned	based on 6898/7331 ORFs	1;131567;2;1783257;74201;414999	1.00;1.00;1.00;0.88;0.85;0.60	Bacteria: 1.00	Verrucomicrobia: 0.85	Opitutae: 0.60	no support	no support	no support	no support
15mm_94.fa	taxid assigned	based on 11777/17540 ORFs	1;131567;2759;33090;3041;2692248;75966;35460;35461;2511126;3071;1962113;1650286	1.00;1.00;0.98;0.98;0.97;0.96;0.91;0.89;0.89;0.82;0.54;0.39;0.39	Eukaryota: 0.98	Chlorophyta: 0.97	Trebouxiophyceae: 0.91	Chlorellales: 0.89	Chlorellaceae: 0.89	Chlorella: 0.54	Chlorella desiccata (nom. nud.): 0.39
15mm_95.fa	taxid assigned	based on 504/541 ORFs	1;131567;2;1783257;74201;414999;415000;134623	1.00;0.99;0.99;0.96;0.96;0.95;0.44;0.44	Bacteria: 0.99	Verrucomicrobia: 0.96	Opitutae: 0.95	Opitutales: 0.44	Opitutaceae: 0.44	no support	no support
15mm_96.fa	taxid assigned	based on 1495/1521 ORFs	1;131567;2;1224	1.00;1.00;1.00;0.93	Bacteria: 1.00	Proteobacteria: 0.93	no support	no support	no support	no support	no support
15mm_97.fa	taxid assigned	based on 7274/7846 ORFs	1;131567;2;1783270;68336;976	1.00;1.00;0.99;0.90;0.90;0.88	Bacteria: 0.99	Bacteroidetes: 0.88	no support	no support	no support	no support	no support
15mm_99.fa	taxid assigned	based on 2742/3050 ORFs	1;131567;2;1783270;68336	1.00;1.00;0.98;0.51;0.50	Bacteria: 0.98	no support	no support	no support	no support	no support	no support
